dept_title,oca_title,org_cost_acct,appropriation_amt,cur_doc_no,cur_doc_no_sfx,obj_lvl_3,obj_lvl_3_title,ESRI_OID
Public Works & Utilities,WATER ADMINISTRATION,183004,"100,000.00",BU740063,90,2503,Studies/Consultants,6054
Public Works & Utilities,WATER ADMINISTRATION,183004,"100,000.00",BU740063,91,2504,Engineering,6055
Public Works & Utilities,WATER ADMINISTRATION,183004,"10,000.00",BU740063,92,2506,Legal services,6056
Public Works & Utilities,WATER ADMINISTRATION,183004,"40,000.00",BU740063,93,2507,Audits,6057
Public Works & Utilities,WATER ADMINISTRATION,183004,250.00,BU740063,94,2543,Bank charges,6058
Public Works & Utilities,WATER ADMINISTRATION,183004,"80,000.00",BU740063,95,2599,Other professional services,6059
Public Works & Utilities,WATER ADMINISTRATION,183004,"35,804.00",BU740063,96,2600,Data center charges,6060
Public Works & Utilities,WATER ADMINISTRATION,183004,"15,500.00",BU740063,97,2601,Maintenance - data equipment,6061
Public Works & Utilities,WATER ADMINISTRATION,183004,"793,841.00",BU740063,98,2900,City administrative charges,6062
Public Works & Utilities,WATER ADMINISTRATION,183004,"1,000.00",BU740063,99,2902,Advertising,6063
Public Works & Utilities,WATER ADMINISTRATION,183004,"90,000.00",BU740063,100,2906,Membership dues,6064
Public Works & Utilities,WATER ADMINISTRATION,183004,"700,000.00",BU740064,1,2908,Bad debt expense,6065
Public Works & Utilities,WATER ADMINISTRATION,183004,60.00,BU740064,2,2916,Property taxes ,6066
Public Works & Utilities,WATER ADMINISTRATION,183004,"1,000.00",BU740064,3,2917,Printing and copying,6067
Public Works & Utilities,WATER ADMINISTRATION,183004,"500,000.00",BU740064,4,2921,Clean Drinking Water Fee,6068
Public Works & Utilities,WATER ADMINISTRATION,183004,"-,322,629.00",BU740064,5,2980,Reimb Water/Sewer by Sewer/SWU,6069
Public Works & Utilities,WATER ADMINISTRATION,183004,"4,358,801.00",BU740027,65,5101,Reimbursements-interfund & interdepart,6070
Public Works & Utilities,WATER ADMINISTRATION,183004,"4,665,000.00",BU740027,66,5200,Principal - G.O.,6071
Public Works & Utilities,WATER ADMINISTRATION,183004,"12,616,259.00",BU740027,67,5202,Principal - revenue bonds,6072
Public Works & Utilities,WATER ADMINISTRATION,183004,"4,983,725.00",BU740027,68,5203,Interest - G.O.,6073
Public Works & Utilities,WATER ADMINISTRATION,183004,"9,140,107.00",BU740027,69,5205,Interest - Revenue bonds,6074
Public Works & Utilities,WATER ADMINISTRATION,183004,"1,800,000.00",BU740027,70,5206,Bond insurance expenditures,6075
Public Works & Utilities,WATER ADMINISTRATION,183004,"-1,750,000.00",BU740027,71,5211,Bond amortization cost,6076
Public Works & Utilities,WATER ADMINISTRATION,183004,"7,976,417.00",BU740027,72,5215,Other debt service cost,6077
Public Works & Utilities,WATER ADMINISTRATION,183004,"350,000.00",BU740027,73,5216,Interest - Deferred refunding rev bonds,6078
Public Works & Utilities,WATER ADMINISTRATION,183004,"100,000.00",BU740027,74,5219,Bond Series COI,6079
Public Works & Utilities,WATER ADMINISTRATION,183004,"2,000,000.00",BU740027,75,5300,Contingency,6080
Public Works & Utilities,WATER ADMINISTRATION,183004,"4,396,914.00",BU740027,76,5307,Franchise taxes,6081
Public Works & Utilities,WATER ADMINISTRATION,183004,"35,000.00",BU740027,77,5351,Interest expense - customer deposits,6082
Public Works & Utilities,WATER ADMINISTRATION,183004,"77,055.00",BU740047,15,2999,Other contractuals,6083
Public Works & Utilities,SYSTEM PLANNING,183012,"11,490.00",BU740047,16,3999,Other commodities,6084
Public Works & Utilities,SYSTEM PLANNING,183012,125.00,BU740004,52,2519,Background checks,6085
Public Works & Utilities,SYSTEM PLANNING,183012,"7,000.00",BU740004,53,2543,Bank charges,6086
Public Works & Utilities,SYSTEM PLANNING,183012,"15,711.00",BU740004,54,2600,Data center charges,6087
Public Works & Utilities,SYSTEM PLANNING,183012,"20,000.00",BU740004,55,2601,Maintenance - data equipment,6088
Public Works & Utilities,SYSTEM PLANNING,183012,"35,000.00",BU740004,56,2699,Other data processing charges,6089
Public Works & Utilities,SYSTEM PLANNING,183012,"15,600.00",BU740004,57,2700,Motor pool - scheduled charges,6090
Public Works & Utilities,SYSTEM PLANNING,183012,30.00,BU740004,58,2902,Advertising,6091
Public Works & Utilities,SYSTEM PLANNING,183012,430.00,BU740004,59,2906,Membership dues,6092
Public Works & Utilities,SYSTEM PLANNING,183012,150.00,BU740004,60,2909,Recording costs,6093
Public Works & Utilities,SYSTEM PLANNING,183012,"3,500.00",BU740004,61,2917,Printing and copying,6094
Public Works & Utilities,SYSTEM PLANNING,183012,"101,289.00",BU740004,62,2999,Other contractuals,6095
Public Works & Utilities,SYSTEM PLANNING,183012,"2,500.00",BU740004,63,3101,Computer/printer supplies,6096
Public Works & Utilities,SYSTEM PLANNING,183012,"1,000.00",BU740004,64,3103,Office supplies,6097
Public Works & Utilities,SYSTEM PLANNING,183012,"16,001.00",BU740004,65,3405,Fuel,6098
Public Works & Utilities,SYSTEM PLANNING,183012,400.00,BU740004,66,3499,Other equipment parts,6099
Public Works & Utilities,SYSTEM PLANNING,183012,"2,408.00",BU740004,48,2299,Other-Communications,6100
Public Works & Utilities,SYSTEM PLANNING,183012,"1,500.00",BU740004,49,2301,Meals and lodging allowance,6101
Public Works & Utilities,SYSTEM PLANNING,183012,"1,750.00",BU740004,50,2302,Out of town registration fees,6102
Public Works & Utilities,SYSTEM PLANNING,183012,"1,250.00",BU740068,13,3899,"Other non-capitalized equip <$5,000 each",6103
Public Works & Utilities,SYSTEM PLANNING,183012,"82,000.00",BU740004,51,2505,Contractors,6104
Public Works & Utilities,SYSTEM PLANNING,183012,"830,375.00",BU740027,78,1100,Bi-weekly wages,6105
Public Works & Utilities,SYSTEM PLANNING,183012,"20,280.00",BU740027,79,1101,Longevity,6106
Public Works & Utilities,SYSTEM PLANNING,183012,"-,758,713.00",BU740027,80,1180,Reimb Water/Sewer by Sewer/SWU,6107
Public Works & Utilities,SYSTEM PLANNING,183012,"4,273.00",BU740027,81,1190,Accrual,6108
Public Works & Utilities,SYSTEM PLANNING,183012,"1,986.00",BU740027,82,1199,Other,6109
Public Works & Utilities,SYSTEM PLANNING,183012,"17,500.00",BU740027,83,1200,Part time/seasonal,6110
Public Works & Utilities,SYSTEM PLANNING,183012,"1,350.00",BU740027,84,1204,Clothing allowance,6111
Public Works & Utilities,SYSTEM PLANNING,183012,"2,400.00",BU740027,85,1205,Auto allowance,6112
Public Works & Utilities,SYSTEM PLANNING,183012,"4,800.00",BU740027,86,1208,Cellular phone allowance,6113
Public Works & Utilities,SYSTEM PLANNING,183012,"65,075.00",BU740027,87,1400,FICA,6114
Public Works & Utilities,SYSTEM PLANNING,183012,"104,631.00",BU740027,88,1401,Employee pension,6115
Public Works & Utilities,SYSTEM PLANNING,183012,"26,370.00",BU740027,89,1403,Workers compensation,6116
Public Works & Utilities,SYSTEM PLANNING,183012,"1,701.00",BU740027,90,1404,Unemployment compensation,6117
Public Works & Utilities,SYSTEM PLANNING,183012,"167,899.00",BU740027,91,1405,Group health insurance,6118
Public Works & Utilities,SYSTEM PLANNING,183012,"3,322.00",BU740027,92,1406,Group life insurance,6119
Public Works & Utilities,SYSTEM PLANNING,183012,643.00,BU740027,93,1499,Employee benefits in aggregate,6120
Public Works & Utilities,SYSTEM PLANNING,183012,912.00,BU740027,94,2200,PBX - line charges,6121
Public Works & Utilities,SYSTEM PLANNING,183012,"1,350.00",BU740027,95,2201,PBX - instrument charges,6122
Public Works & Utilities,SYSTEM PLANNING,183012,70.00,BU740027,96,2203,Long distance service,6123
Public Works & Utilities,SYSTEM PLANNING,183012,10.00,BU740027,97,2207,Postage - regular,6124
Public Works & Utilities,SYSTEM PLANNING,183012,840.00,BU740027,98,2214,Air cards - mobile,6125
Public Works & Utilities,SYSTEM PLANNING,183012,420.00,BU740027,99,2216,Voice mail,6126
Public Works & Utilities,SYSTEM PLANNING,183012,"2,700.00",BU740049,81,3800,"Non-capital shop equipment < $5,000 each",6127
Public Works & Utilities,SYSTEM PLANNING,183012,160.00,BU740049,82,3804,"Data processing equipment  < $5,000 each",6128
Public Works & Utilities,SYSTEM PLANNING,183012,"10,000.00",BU740045,39,3599,Other materials,6129
Public Works & Utilities,"EXPENSED WATER CIP PROJECTS < 25,000",183020,"60,000.00",BU740049,83,2503,Studies/Consultants,6130
Public Works & Utilities,"EXPENSED WATER CIP PROJECTS < 25,000",183020,"25,000.00",BU740049,84,2505,Contractors,6131
Public Works & Utilities,"EXPENSED WATER CIP PROJECTS < 25,000",183020,300.00,BU740049,85,2902,Advertising,6132
Public Works & Utilities,"EXPENSED WATER CIP PROJECTS < 25,000",183020,"5,000.00",BU740049,86,3418,Water Distrib System parts,6133
Public Works & Utilities,"EXPENSED WATER CIP PROJECTS < 25,000",183020,"22,012.00",BU740049,87,5308,Engineering overhead,6134
Public Works & Utilities,UTILITY OPERATIONS,183022,"832,814.00",BU740049,88,1100,Bi-weekly wages,6135
Public Works & Utilities,UTILITY OPERATIONS,183022,"14,760.00",BU740049,89,1101,Longevity,6136
Public Works & Utilities,UTILITY OPERATIONS,183022,"-,416,407.00",BU740049,90,1180,Reimb Water/Sewer by Sewer/SWU,6137
Public Works & Utilities,UTILITY OPERATIONS,183022,"5,124.00",BU740049,91,1190,Accrual,6138
Public Works & Utilities,UTILITY OPERATIONS,183022,"40,008.00",BU740049,92,1199,Other,6139
Public Works & Utilities,UTILITY OPERATIONS,183022,"64,839.00",BU740049,93,1400,FICA,6140
Public Works & Utilities,UTILITY OPERATIONS,183022,"104,252.00",BU740049,94,1401,Employee pension,6141
Public Works & Utilities,UTILITY OPERATIONS,183022,"26,275.00",BU740049,95,1403,Workers compensation,6142
Public Works & Utilities,UTILITY OPERATIONS,183022,"1,695.00",BU740049,96,1404,Unemployment compensation,6143
Public Works & Utilities,UTILITY OPERATIONS,183022,"3,331.00",BU740049,98,1406,Group life insurance,6144
Public Works & Utilities,UTILITY OPERATIONS,183022,"10,529.00",BU740049,99,1499,Employee benefits in aggregate,6145
Public Works & Utilities,UTILITY OPERATIONS,183022,"8,364.00",BU740049,100,2200,PBX - line charges,6146
Public Works & Utilities,UTILITY OPERATIONS,183022,"5,760.00",BU740050,1,2201,PBX - instrument charges,6147
Public Works & Utilities,UTILITY OPERATIONS,183022,450.00,BU740050,2,2203,Long distance service,6148
Public Works & Utilities,UTILITY OPERATIONS,183022,"1,000,000.00",BU740050,3,2207,Postage - regular,6149
Public Works & Utilities,UTILITY OPERATIONS,183022,420.00,BU740050,4,2214,Air cards - mobile,6150
Public Works & Utilities,UTILITY OPERATIONS,183022,744.00,BU740050,5,2215,Plexar,6151
Public Works & Utilities,UTILITY OPERATIONS,183022,336.00,BU740050,6,2216,Voice mail,6152
Public Works & Utilities,UTILITY OPERATIONS,183022,"1,071.00",BU740050,7,2218,Automatic Call Distribution,6153
Public Works & Utilities,UTILITY OPERATIONS,183022,"3,500.00",BU740050,8,2301,Meals and lodging allowance,6154
Public Works & Utilities,UTILITY OPERATIONS,183022,"2,500.00",BU740050,9,2302,Out of town registration fees,6155
Public Works & Utilities,UTILITY OPERATIONS,183022,750.00,BU740050,10,2303,In town registration fees,6156
Public Works & Utilities,UTILITY OPERATIONS,183022,"1,000.00",BU740050,11,2308,Transportation - out of town,6157
Public Works & Utilities,UTILITY OPERATIONS,183022,150.00,BU740050,12,2519,Background checks,6158
Public Works & Utilities,UTILITY OPERATIONS,183022,"25,000.00",BU740050,13,2543,Bank charges,6159
Public Works & Utilities,UTILITY OPERATIONS,183022,"27,000.00",BU740050,14,2599,Other professional services,6160
Public Works & Utilities,UTILITY OPERATIONS,183022,"958,988.00",BU740050,15,2600,Data center charges,6161
Public Works & Utilities,UTILITY OPERATIONS,183022,"6,000.00",BU740050,16,2699,Other data processing charges,6162
Public Works & Utilities,UTILITY OPERATIONS,183022,10.00,BU740050,17,2701,Motor pool-unscheduled charges,6163
Public Works & Utilities,UTILITY OPERATIONS,183022,200.00,BU740050,18,2902,Advertising,6164
Public Works & Utilities,UTILITY OPERATIONS,183022,700.00,BU740050,19,2903,Directories,6165
Public Works & Utilities,UTILITY OPERATIONS,183022,400.00,BU740050,20,2906,Membership dues,6166
Public Works & Utilities,UTILITY OPERATIONS,183022,"15,200.00",BU740050,21,2917,Printing and copying,6167
Public Works & Utilities,UTILITY OPERATIONS,183022,"-,762,163.00",BU740050,22,2980,Reimb Water/Sewer by Sewer/SWU,6168
Public Works & Utilities,UTILITY OPERATIONS,183022,"225,000.00",BU740050,23,2999,Other contractuals,6169
Public Works & Utilities,UTILITY OPERATIONS,183022,750.00,BU740050,24,3101,Computer/printer supplies,6170
Public Works & Utilities,UTILITY OPERATIONS,183022,"3,500.00",BU740050,25,3103,Office supplies,6171
Public Works & Utilities,UTILITY OPERATIONS,183022,"184,538.00",BU740049,97,1405,Group health insurance,6172
Public Works & Utilities,UTILITY OPERATIONS,183022,850.00,BU740050,26,3199,Other office supplies,6173
Public Works & Utilities,UTILITY OPERATIONS,183022,"2,500.00",BU740050,27,3804,"Data processing equipment  < $5,000 each",6174
Public Works & Utilities,UTILITY OPERATIONS,183022,125.00,BU740050,28,3904,Petty cash expenditures,6175
Public Works & Utilities,UTILITY OPERATIONS,183022,"-3,090.00",BU740050,29,3980,Reimb Water/Sewer by Sewer/SWU,6176
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"23,633.00",BU740044,20,1403,Workers compensation,6177
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"1,525.00",BU740044,21,1404,Unemployment compensation,6178
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"164,021.00",BU740044,22,1405,Group health insurance,6179
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"2,830.00",BU740068,14,1406,Group life insurance,6180
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"5,814.00",BU740068,15,2200,PBX - line charges,6181
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"11,955.00",BU740068,16,2201,PBX - instrument charges,6182
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,500.00,BU740068,17,2203,Long distance service,6183
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,50.00,BU740068,18,2207,Postage - regular,6184
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,100.00,BU740068,19,2210,Shipping and freight,6185
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,50.00,BU740068,20,2211,Express mail,6186
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"1,260.00",BU740068,21,2214,Air cards - mobile,6187
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,336.00,BU740068,22,2216,Voice mail,6188
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"1,734.00",BU740068,23,2218,Automatic Call Distribution,6189
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"5,000.00",BU740068,24,2301,Meals and lodging allowance,6190
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"2,500.00",BU740068,25,2302,Out of town registration fees,6191
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,500.00,BU740068,26,2303,In town registration fees,6192
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"1,000.00",BU740068,27,2308,Transportation - out of town,6193
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,10.00,BU740068,28,2310,Turnpike fees and charges,6194
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"2,000.00",BU740068,29,2399,Other training/transportation,6195
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"3,600.00",BU740068,30,2505,Contractors,6196
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,750.00,BU740068,31,2519,Background checks,6197
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"4,500.00",BU740068,32,2599,Other professional services,6198
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"29,211.00",BU740068,33,2600,Data center charges,6199
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"1,200.00",BU740068,34,2699,Other data processing charges,6200
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,325.00,BU740068,35,2701,Motor pool-unscheduled charges,6201
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,500.00,BU740068,36,2902,Advertising,6202
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,75.00,BU740068,37,2905,Periodicals/Subscriptions,6203
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"2,500.00",BU740068,38,2917,Printing and copying,6204
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"5,000.00",BU740068,40,3101,Computer/printer supplies,6205
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"2,500.00",BU740068,41,3103,Office supplies,6206
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"2,250.00",BU740068,42,3408,Communication,6207
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"2,750.00",BU740068,43,3804,"Data processing equipment  < $5,000 each",6208
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,250.00,BU740068,44,3812,"Communication equipment < $5,000 each",6209
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,250.00,BU740068,45,3903,Food supplies,6210
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"1,000.00",BU740068,46,3999,Other commodities,6211
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"-16,603.00",BU740068,39,2980,Reimb Water/Sewer by Sewer/SWU,6212
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"707,438.00",BU740003,99,1100,Bi-weekly wages,6213
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"9,456.00",BU740003,100,1101,Longevity,6214
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"-,396,461.00",BU740004,1,1180,Reimb Water/Sewer by Sewer/SWU,6215
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"3,943.00",BU740004,2,1190,Accrual,6216
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"45,483.00",BU740004,3,1200,Part time/seasonal,6217
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"40,000.00",BU740004,4,1299,Other-Special Salaries,6218
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"58,322.00",BU740004,5,1400,FICA,6219
Public Works & Utilities,CUSTOMER SERVICE ADMINISTRATION,183103,"88,178.00",BU740004,6,1401,Employee pension,6220
Public Works & Utilities,MAINTENANCE,183202,"293,553.00",BU740068,47,1100,Bi-weekly wages,6221
Public Works & Utilities,MAINTENANCE,183202,"10,080.00",BU740068,48,1101,Longevity,6222
Public Works & Utilities,MAINTENANCE,183202,380.00,BU740068,49,1190,Accrual,6223
Public Works & Utilities,MAINTENANCE,183202,900.00,BU740068,50,1204,Clothing allowance,6224
Public Works & Utilities,MAINTENANCE,183202,"2,400.00",BU740068,51,1208,Cellular phone allowance,6225
Public Works & Utilities,MAINTENANCE,183202,"23,228.00",BU740068,52,1400,FICA,6226
Public Works & Utilities,MAINTENANCE,183202,"37,347.00",BU740068,53,1401,Employee pension,6227
Public Works & Utilities,MAINTENANCE,183202,"9,413.00",BU740068,54,1403,Workers compensation,6228
Public Works & Utilities,MAINTENANCE,183202,607.00,BU740068,55,1404,Unemployment compensation,6229
Public Works & Utilities,MAINTENANCE,183202,"86,664.00",BU740068,56,1405,Group health insurance,6230
Public Works & Utilities,MAINTENANCE,183202,"1,174.00",BU740068,57,1406,Group life insurance,6231
Public Works & Utilities,MAINTENANCE,183202,96.00,BU740068,58,2206,Pagers and mobile phones,6232
Public Works & Utilities,HYDRANT MAINTENANCE,183210,"9,500.00",BU740068,59,3409,Fire hydrant repair parts,6233
Public Works & Utilities,HYDRANT MAINTENANCE,183210,"1,000.00",BU740068,60,3500,Materials,6234
Public Works & Utilities,HYDRANT MAINTENANCE,183210,200.00,BU740068,61,3800,"Non-capital shop equipment < $5,000 each",6235
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,"271,581.00",BU740068,62,1100,Bi-weekly wages,6236
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,"6,720.00",BU740068,63,1101,Longevity,6237
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,164.00,BU740068,64,1190,Accrual,6238
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,900.00,BU740068,65,1204,Clothing allowance,6239
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,"1,200.00",BU740068,66,1208,Cellular phone allowance,6240
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,"21,290.00",BU740068,67,1400,FICA,6241
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,"34,231.00",BU740068,68,1401,Employee pension,6242
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,"8,627.00",BU740068,69,1403,Workers compensation,6243
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,556.00,BU740068,70,1404,Unemployment compensation,6244
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,"55,288.00",BU740068,71,1405,Group health insurance,6245
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,"1,086.00",BU740068,72,1406,Group life insurance,6246
Public Works & Utilities,SERVICES & SETS REPAIRS,183244,96.00,BU740068,73,2206,Pagers and mobile phones,6247
Public Works & Utilities,CROSS CONNECTION,183277,840.00,BU740047,32,2214,Air cards - mobile,6248
Public Works & Utilities,CROSS CONNECTION,183277,100.00,BU740047,33,2502,Medical and laboratory services,6249
Public Works & Utilities,CROSS CONNECTION,183277,"3,697.00",BU740047,34,2600,Data center charges,6250
Public Works & Utilities,CROSS CONNECTION,183277,"3,100.00",BU740047,35,2917,Printing and copying,6251
Public Works & Utilities,CROSS CONNECTION,183277,"8,400.00",BU740047,31,2207,Postage - regular,6252
Public Works & Utilities,CROSS CONNECTION,183277,"168,558.00",BU740047,17,1100,Bi-weekly wages,6253
Public Works & Utilities,CROSS CONNECTION,183277,"4,980.00",BU740047,18,1101,Longevity,6254
Public Works & Utilities,CROSS CONNECTION,183277,987.00,BU740047,19,1190,Accrual,6255
Public Works & Utilities,CROSS CONNECTION,183277,150.00,BU740047,20,1204,Clothing allowance,6256
Public Works & Utilities,CROSS CONNECTION,183277,"1,200.00",BU740047,21,1208,Cellular phone allowance,6257
Public Works & Utilities,CROSS CONNECTION,183277,"13,275.00",BU740047,22,1400,FICA,6258
Public Works & Utilities,CROSS CONNECTION,183277,"21,345.00",BU740047,23,1401,Employee pension,6259
Public Works & Utilities,CROSS CONNECTION,183277,"5,379.00",BU740047,24,1403,Workers compensation,6260
Public Works & Utilities,CROSS CONNECTION,183277,347.00,BU740047,25,1404,Unemployment compensation,6261
Public Works & Utilities,CROSS CONNECTION,183277,"48,741.00",BU740047,26,1405,Group health insurance,6262
Public Works & Utilities,CROSS CONNECTION,183277,674.00,BU740047,27,1406,Group life insurance,6263
Public Works & Utilities,CROSS CONNECTION,183277,228.00,BU740047,28,2200,PBX - line charges,6264
Public Works & Utilities,CROSS CONNECTION,183277,540.00,BU740047,29,2201,PBX - instrument charges,6265
Public Works & Utilities,CROSS CONNECTION,183277,25.00,BU740047,30,2203,Long distance service,6266
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"1,100.00",BU740002,20,3807,"Garden/grounds/lawn equip < $5,000 each ",6267
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"2,000.00",BU740002,21,3808,"Photographic equipment < $5,000 each",6268
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"2,400.00",BU740002,22,3812,"Communication equipment < $5,000 each",6269
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,150.00,BU740002,23,3813,"Training equipment < $5,000 each",6270
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"4,100.00",BU740002,24,3899,"Other non-capitalized equip <$5,000 each",6271
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"5,700.00",BU740002,25,3901,Custodial supplies,6272
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,900.00,BU740002,26,3903,Food supplies,6273
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"126,000.00",BU740002,17,3800,"Non-capital shop equipment < $5,000 each",6274
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,900.00,BU740002,18,3803,"Lab equipment < $5,000 each",6275
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,200.00,BU740002,19,3804,"Data processing equipment  < $5,000 each",6276
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"21,500.00",BU740002,16,3700,Building parts and materials,6277
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"4,300.00",BU740044,23,3999,Other commodities,6278
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"1,800.00",BU740002,3,2999,Other contractuals,6279
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"8,600.00",BU740002,4,3200,Clothing and towels,6280
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"7,100.00",BU740002,5,3301,Industrial chemicals,6281
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"25,000.00",BU740002,6,3400,Equipment parts and supplies,6282
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"14,100.00",BU740002,7,3402,Automotive,6283
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"18,500.00",BU740002,8,3403,Electrical,6284
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"2,000.00",BU740002,9,3404,Computer/Printer,6285
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"52,500.00",BU740002,10,3406,Safety/security equipment,6286
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"1,400.00",BU740002,11,3409,Fire hydrant repair parts,6287
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"2,100.00",BU740002,12,3499,Other equipment parts,6288
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"47,000.00",BU740002,13,3500,Materials,6289
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,500.00,BU740002,14,3515,Welding supplies,6290
Public Works & Utilities,BUILDING EQUIPMENT & MAINTENANCE,183301,"9,000.00",BU740002,15,3599,Other materials,6291
Public Works & Utilities,DISPATCH,183319,202.00,BU740069,35,1404,Unemployment compensation,6292
Public Works & Utilities,DISPATCH,183319,"98,170.00",BU740044,24,1100,Bi-weekly wages,6293
Public Works & Utilities,DISPATCH,183319,"2,700.00",BU740044,25,1101,Longevity,6294
Public Works & Utilities,DISPATCH,183319,"7,717.00",BU740044,26,1400,FICA,6295
Public Works & Utilities,DISPATCH,183319,"12,407.00",BU740044,27,1401,Employee pension,6296
Public Works & Utilities,DISPATCH,183319,"3,127.00",BU740044,28,1403,Workers compensation,6297
Public Works & Utilities,DISPATCH,183319,"32,494.00",BU740044,29,1405,Group health insurance,6298
Public Works & Utilities,DISPATCH,183319,393.00,BU740044,30,1406,Group life insurance,6299
Public Works & Utilities,DISPATCH,183319,"1,200.00",BU740013,78,1208,Cellular phone allowance,6300
Public Works & Utilities,DISPATCH,183319,17.00,BU740068,74,1190,Accrual,6301
