budget_year,account_type,department,fund_code,account_category,amount,fund_type
2017,Expense,City Manager,3700,,50,238
2017,Expense,City Manager,2100,,500,238
2017,Expense,City Manager,2104,,159.89,238
2017,Expense,City Manager,2200,,2.28,238
2017,Expense,City Manager,2201,,3,238
2017,Expense,City Manager,2204,,2.76,238
2017,Expense,City Manager,2540,,1055.4,238
2017,Expense,City Manager,2702,,3.7,238
2017,Expense,City Manager,2703,,2.55,238
2017,Expense,City Manager,2803,,120,238
2017,Expense,City Manager,3700,,90,238
2017,Expense,City Manager,1100,,300,238
2017,Expense,City Manager,1499,,200,238
2017,Expense,City Manager,2540,,393.6,238
2017,Expense,City Manager,2802,,120,238
2017,Expense,City Manager,3599,,60,238
2017,Expense,City Manager,2100,,450,238
2017,Expense,City Manager,2104,,10.5,238
2017,Expense,City Manager,2204,,2.76,238
2017,Expense,City Manager,2215,,18.36,238
2017,Expense,City Manager,2400,,176.45,238
2017,Expense,Law Department,1400,,514.05,100
2017,Expense,Public Works & Utilities,3899,,25,100
2017,Expense,Public Works & Utilities,3901,,6,100
2017,Expense,Information Tech/Info Services,1403,,6.56,600
2017,Expense,Information Tech/Info Services,1404,,1.47,600
2017,Expense,Information Tech/Info Services,1405,,162.47,600
2017,Expense,Police Department,2799,,312,100
2017,Expense,Police Department,2802,,12.25,100
2017,Expense,Police Department,2804,,1.6,100
2017,Expense,Police Department,2806,,3.6,100
2017,Expense,Police Department,2906,,1.5,100
2017,Expense,Police Department,2917,,75,100
2017,Expense,Police Department,2922,,1.75,100
2017,Expense,Police Department,3103,,25,100
2017,Expense,Police Department,3300,,10,100
2017,Expense,Police Department,3405,,2363.35,100
2017,Expense,Police Department,3407,,2.5,100
2017,Expense,Police Department,3806,,10,100
2017,Expense,Police Department,3808,,12,100
2017,Expense,Police Department,3999,,10,100
2017,Expense,Police Department,1100,,1296.46,100
2017,Expense,Public Works & Utilities,1404,,2.09,100
2017,Expense,Public Works & Utilities,1405,,106.05,100
2017,Expense,Public Works & Utilities,1406,,2.97,100
2017,Expense,Public Works & Utilities,2200,,1.14,100
2017,Expense,Public Works & Utilities,2804,,0.3,100
2017,Expense,Public Works & Utilities,2806,,0.6,100
2017,Expense,Public Works & Utilities,2899,,12.5,100
2017,Expense,Public Works & Utilities,2902,,0.7,100
2017,Expense,Public Works & Utilities,2906,,35,100
2017,Expense,Public Works & Utilities,2916,,0.3,100
2017,Expense,CMO - Cultural Arts Division,2599,,211.2,100
2017,Expense,CMO - Cultural Arts Division,2599,,490.29,100
2017,Expense,CMO - Cultural Arts Division,2599,,266.95,100
2017,Expense,CMO - Cultural Arts Division,2599,,183.91,100
2017,Expense,CMO - Cultural Arts Division,2599,,597.51,100
2017,Expense,CMO - Cultural Arts Division,2599,,329.57,100
2017,Expense,CMO - Cultural Arts Division,2599,,24.53,100
2017,Expense,CMO - Cultural Arts Division,2599,,5,100
2017,Expense,CMO - Cultural Arts Division,2599,,57.32,100
2017,Expense,CMO - Cultural Arts Division,1100,,9780.44,100
2017,Expense,CMO - Cultural Arts Division,1101,,138.6,100
2017,Expense,CMO - Cultural Arts Division,1190,,53,100
2017,Expense,CMO - Cultural Arts Division,1200,,141.41,100
2017,Expense,CMO - Cultural Arts Division,1208,,3.6,100
2017,Expense,CMO - Cultural Arts Division,1400,,769.62,100
2017,Expense,CMO - Cultural Arts Division,1401,,1180.37,100
2017,Expense,CMO - Cultural Arts Division,1403,,321.93,100
2017,Expense,CMO - Cultural Arts Division,1404,,20.12,100
2017,Expense,CMO - Cultural Arts Division,1405,,2656.02,100
2017,Expense,CMO - Cultural Arts Division,1406,,39.12,100
2017,Expense,CMO - Cultural Arts Division,1500,,1308.04,100
2017,Expense,CMO - Cultural Arts Division,2100,,8900,100
2017,Expense,CMO - Cultural Arts Division,2101,,1447,100
2017,Expense,CMO - Cultural Arts Division,2104,,1043.4,100
2017,Expense,CMO - Cultural Arts Division,2107,,120,100
2017,Expense,CMO - Cultural Arts Division,2200,,84.36,100
2017,Expense,CMO - Cultural Arts Division,2201,,145.65,100
2017,Expense,Public Works & Utilities,2803,,6,100
2017,Expense,Public Works & Utilities,1204,,6,530
2017,Expense,Public Works & Utilities,1208,,12,530
2017,Expense,Public Works & Utilities,1400,,587.68,530
2017,Expense,Public Works & Utilities,1401,,944.9,530
2017,Expense,Public Works & Utilities,1403,,238.15,530
2017,Expense,Public Works & Utilities,1404,,15.36,530
2017,Expense,Public Works & Utilities,1405,,1939.84,530
2017,Expense,Public Works & Utilities,1406,,30.21,530
2017,Expense,Public Works & Utilities,2100,,26714.65,530
2017,Expense,Public Works & Utilities,2101,,1827.01,530
2017,Expense,Public Works & Utilities,2102,,332.15,530
2017,Expense,Public Works & Utilities,2104,,132.7,530
2017,Expense,Public Works & Utilities,2107,,165,530
2017,Expense,Public Works & Utilities,2206,,0.48,530
2017,Expense,Public Works & Utilities,2215,,26.04,530
2017,Expense,Public Works & Utilities,2505,,1000,530
2017,Expense,Public Works & Utilities,3301,,1000,530
2017,Expense,Public Works & Utilities,3400,,60,530
2017,Expense,Public Works & Utilities,3803,,145,530
2017,Expense,Public Works & Utilities,1100,,4217.41,530
2017,Expense,Public Works & Utilities,1101,,54.12,530
2017,Expense,Public Works & Utilities,1190,,15.62,530
2017,Expense,Public Works & Utilities,1204,,1.5,530
2017,Expense,Public Works & Utilities,1208,,36,530
2017,Expense,Public Works & Utilities,1400,,326.77,530
2017,Expense,Public Works & Utilities,1401,,525.4,530
2017,Expense,Public Works & Utilities,1403,,132.42,530
2017,Expense,Public Works & Utilities,1404,,8.54,530
2017,Expense,Law Department,2600,,569.84,100
2017,Expense,Law Department,2699,,8.5,100
2017,Expense,Law Department,2701,,3,100
2017,Expense,Law Department,2902,,20,100
2017,Expense,Law Department,2904,,307.23,100
2017,Expense,Law Department,2905,,0.8,100
2017,Expense,Law Department,2906,,87.65,100
2017,Expense,Law Department,2917,,95,100
2017,Expense,Law Department,2922,,5,100
2017,Expense,Law Department,2999,,75,100
2017,Expense,Law Department,3101,,10,100
2017,Expense,Law Department,3103,,31.25,100
2017,Expense,Law Department,3804,,17.5,100
2017,Expense,Law Department,3904,,1,100
2017,Expense,Law Department,1100,,6696.31,100
2017,Expense,Law Department,1101,,23.28,100
2017,Expense,Law Department,1190,,31.65,100
2017,Expense,Airport,3810,,5,500
2017,Expense,Airport,3903,,3,500
2017,Expense,Airport,3999,,15,500
2017,Expense,Airport,1100,,360,500
2017,Expense,Airport,1104,,1,500
2017,Expense,Airport,1199,,5,500
2017,Expense,Airport,1300,,85,500
2017,Expense,Airport,1400,,34.1,500
2017,Expense,Airport,1401,,48.58,500
2017,Expense,Airport,1403,,9.45,500
2017,Expense,Airport,1404,,0.81,500
2017,Expense,Police Department,3405,,28,100
2017,Expense,Police Department,3805,,60,100
2017,Expense,Police Department,3810,,500,100
2017,Expense,Police Department,1100,,73986.48,100
2017,Expense,Police Department,1101,,1822.08,100
2017,Expense,Police Department,1102,,770,100
2017,Expense,Police Department,1104,,1350,100
2017,Expense,Police Department,1105,,153,100
2017,Expense,Police Department,1190,,220,100
2017,Expense,Police Department,1199,,805,100
2017,Expense,Police Department,1204,,150,100
2017,Expense,Police Department,1208,,6,100
2017,Expense,Police Department,1300,,1050,100
2017,Expense,Police Department,1301,,180,100
2017,Expense,Police Department,1302,,250,100
2017,Expense,Police Department,1303,,800,100
2017,Expense,Police Department,1400,,1251.43,100
2017,Expense,Police Department,1401,,209.29,100
2017,Expense,Police Department,1402,,14871.47,100
2017,Expense,Police Department,1403,,1454.81,100
2017,Expense,Police Department,1404,,158.07,100
2017,Expense,Police Department,1405,,15749.68,100
2017,Expense,Police Department,1406,,295.95,100
2017,Expense,Police Department,1499,,238,100
2017,Expense,Police Department,1500,,4645.67,100
2017,Expense,Police Department,2100,,153.8,100
2017,Expense,Police Department,2101,,30,100
2017,Expense,Police Department,2104,,21,100
2017,Expense,Public Works & Utilities,2702,,7.5,540
2017,Expense,Public Works & Utilities,2705,,1800,540
2017,Expense,Public Works & Utilities,2707,,3.25,540
2017,Expense,Public Works & Utilities,2802,,48,540
2017,Expense,Public Works & Utilities,2803,,41,540
2017,Expense,Public Works & Utilities,2806,,9,540
2017,Expense,Public Works & Utilities,2917,,1.1,540
2017,Expense,Public Works & Utilities,3200,,5.4,540
2017,Expense,Public Works & Utilities,3301,,31,540
2017,Expense,Public Works & Utilities,3400,,1210,540
2017,Expense,Public Works & Utilities,3402,,10,540
2017,Expense,Public Works & Utilities,3403,,600,540
2017,Expense,Public Works & Utilities,3405,,27.97,540
2017,Expense,Public Works & Utilities,3406,,17,540
2017,Expense,Public Works & Utilities,3500,,60,540
2017,Expense,Public Works & Utilities,3599,,2.6,540
2017,Expense,Public Works & Utilities,3700,,35,540
2017,Expense,Public Works & Utilities,3800,,235,540
2017,Expense,Public Works & Utilities,3803,,86,540
2017,Expense,Public Works & Utilities,3809,,82,540
2017,Expense,Public Works & Utilities,3815,,14,540
2017,Expense,Public Works & Utilities,3899,,180,540
2017,Expense,Public Works & Utilities,3901,,4.5,540
2017,Expense,Public Works & Utilities,1100,,3124.43,540
2017,Expense,Public Works & Utilities,1101,,37.32,540
2017,Expense,Public Works & Utilities,1190,,22.39,540
2017,Expense,Public Works & Utilities,1204,,3,540
2017,Expense,Public Works & Utilities,1400,,241.87,540
2017,Expense,Airport,3807,,30,500
2017,Expense,Airport,3812,,5,500
2017,Expense,Airport,3899,,85,500
2017,Expense,Airport,3903,,50,500
2017,Expense,Airport,3999,,5,500
2017,Expense,Airport,4502,,1100,500
2017,Expense,Airport,4611,,450,500
2017,Expense,Airport,1100,,11147.58,500
2017,Expense,Airport,1101,,113.52,500
2017,Expense,Airport,1104,,40,500
2017,Expense,Airport,1190,,98.86,500
2017,Expense,Airport,1199,,200,500
2017,Expense,Airport,1208,,12,500
2017,Expense,Airport,1300,,150,500
2017,Expense,Airport,1303,,170,500
2017,Expense,Airport,1400,,870,500
2017,Expense,Airport,1401,,1398.83,500
2017,Expense,Airport,1403,,258.29,500
2017,Expense,Airport,1404,,22.75,500
2017,Expense,Airport,1405,,3240.47,500
2017,Expense,Airport,1406,,44.59,500
2017,Expense,Airport,1409,,92,500
2017,Expense,Airport,2107,,15,500
2017,Expense,Airport,2200,,155,500
2017,Expense,Airport,2203,,1,500
2017,Expense,Airport,2206,,4,500
2017,Expense,Airport,2207,,0.3,500
2017,Expense,Airport,2211,,1.5,500
2017,Revenue,,7684,Fines and penalties,60,100
2017,Revenue,,7687,Fines and penalties,10,100
2017,Revenue,,7689,Fines and penalties,180,100
2017,Revenue,,7690,Fines and penalties,80,100
2017,Revenue,,9439,Fees,230,100
2017,Revenue,,9811,Other revenue,25,100
2017,Revenue,,9812,Other revenue,750,100
2017,Revenue,,9836,Other revenue,70,100
2017,Revenue,,7620,Fines and penalties,3650,100
2017,Revenue,,7621,Fines and penalties,2170,100
2017,Expense,Law Department,2214,,12.6,100
2017,Expense,Law Department,2216,,13.2,100
2017,Expense,Law Department,2301,,31,100
2017,Expense,Law Department,2302,,15.5,100
2017,Expense,Law Department,2303,,8.5,100
2017,Expense,Law Department,2308,,20,100
2017,Expense,Law Department,2310,,0.5,100
2017,Expense,Law Department,2599,,5,100
2017,Expense,Law Department,2600,,210.28,100
2017,Expense,Law Department,2906,,43.4,100
2017,Expense,Law Department,2917,,110,100
2017,Expense,Law Department,2922,,5,100
2017,Expense,Police Department,1401,,251.33,100
2017,Expense,Police Department,1402,,15759.07,100
2017,Expense,Police Department,1403,,1608.88,100
2017,Expense,Public Works & Utilities,2705,,165,540
2017,Expense,Public Works & Utilities,3400,,17.5,540
2017,Expense,Public Works & Utilities,3403,,36.5,540
2017,Expense,Public Works & Utilities,1100,,3359.88,540
2017,Expense,Public Works & Utilities,1101,,20.16,540
2017,Expense,Public Works & Utilities,1180,,387.11,540
2017,Expense,Public Works & Utilities,1190,,20.52,540
2017,Expense,Public Works & Utilities,1199,,523.67,540
2017,Expense,Police Department,1204,,7,100
2017,Expense,Police Department,1208,,6,100
2017,Expense,Police Department,1400,,53.33,100
2017,Expense,Police Department,1401,,61.26,100
2017,Expense,Police Department,1402,,201.62,100
2017,Expense,Police Department,1403,,28.64,100
2017,Expense,Police Department,1404,,3.09,100
2017,Expense,Police Department,1405,,162.47,100
2017,Expense,Police Department,1406,,6.08,100
2017,Expense,Police Department,1101,,34.2,100
2017,Expense,Police Department,1190,,8.52,100
2017,Expense,Police Department,1204,,7,100
2017,Expense,Police Department,1208,,6,100
2017,Expense,Police Department,1400,,55.11,100
2017,Expense,Police Department,1401,,61.92,100
2017,Expense,Police Department,1402,,219.75,100
2017,Expense,Police Department,1403,,30.49,100
2017,Expense,Police Department,1404,,3.3,100
2017,Expense,Police Department,1405,,216.76,100
2017,Expense,Police Department,1406,,6.46,100
2017,Expense,Police Department,2200,,12.54,100
2017,Expense,Police Department,2201,,14.25,100
2017,Expense,Police Department,2203,,1,100
2017,Expense,Police Department,2207,,1.5,100
2017,Expense,Police Department,2301,,186,100
2017,Expense,Police Department,2302,,100.4,100
2017,Expense,Police Department,2303,,33.4,100
2017,Expense,Police Department,2308,,98,100
2017,Expense,Public Works & Utilities,2800,,721.4,605
2017,Expense,Public Works & Utilities,2803,,375,605
2017,Expense,Public Works & Utilities,2805,,55,605
2017,Expense,Public Works & Utilities,2900,,2895.88,605
2017,Expense,Public Works & Utilities,2902,,1.5,605
2017,Expense,Public Works & Utilities,2904,,110,605
2017,Expense,Public Works & Utilities,2906,,5,605
2017,Expense,Public Works & Utilities,2917,,20,605
2017,Expense,Human Resources,1100,,11509.11,100
2017,Expense,Human Resources,1101,,125.4,100
2017,Expense,Human Resources,1190,,120,100
2017,Expense,Human Resources,1200,,63.84,100
2017,Expense,Human Resources,1205,,24,100
2017,Expense,Human Resources,1208,,6,100
2017,Expense,Human Resources,1400,,875.29,100
2017,Expense,Human Resources,1401,,1431.04,100
2017,Expense,Human Resources,1403,,73.7,100
2017,Expense,Human Resources,1404,,23.4,100
2017,Expense,Human Resources,1405,,2269.95,100
2017,Expense,Human Resources,1406,,46.04,100
2017,Expense,Human Resources,2200,,28.5,100
2017,Expense,Human Resources,2201,,47.25,100
2017,Expense,Human Resources,2203,,3,100
2017,Expense,Human Resources,2207,,10,100
2017,Expense,Human Resources,2211,,0.4,100
2017,Expense,Human Resources,2214,,4.2,100
2017,Expense,Human Resources,2216,,11.76,100
2017,Expense,Human Resources,2301,,6.8,100
2017,Expense,Police Department,1404,,95.46,100
2017,Expense,Human Resources,2302,,14.8,100
2017,Expense,Public Works & Utilities,2599,,1.9,540
2017,Expense,Public Works & Utilities,2702,,3,540
2017,Expense,Public Works & Utilities,2705,,161,540
2017,Expense,Public Works & Utilities,2706,,4.4,540
2017,Expense,Public Works & Utilities,2803,,76,540
2017,Expense,Public Works & Utilities,2806,,4.5,540
2017,Expense,Public Works & Utilities,3400,,42,540
2017,Expense,Public Works & Utilities,3403,,260,540
2017,Expense,Public Works & Utilities,3405,,10,540
2017,Expense,Public Works & Utilities,3406,,15,540
2017,Expense,Public Works & Utilities,3407,,1,540
2017,Expense,Public Works & Utilities,3499,,52,540
2017,Expense,Public Works & Utilities,3500,,14,540
2017,Expense,Public Works & Utilities,3700,,2.4,540
2017,Expense,Public Works & Utilities,3800,,3.5,540
2017,Expense,Public Works & Utilities,3899,,49,540
2017,Expense,Public Works & Utilities,1100,,3652.02,540
2017,Expense,Public Works & Utilities,1101,,86.4,540
2017,Expense,Public Works & Utilities,1190,,3.7,540
2017,Expense,Public Works & Utilities,1204,,10.5,540
2017,Expense,Public Works & Utilities,1400,,285.99,540
2017,Expense,Public Works & Utilities,1401,,459.82,540
2017,Expense,Public Works & Utilities,1403,,115.89,540
2017,Expense,Public Works & Utilities,1404,,7.47,540
2017,Expense,Public Works & Utilities,1405,,889,540
2017,Expense,Public Works & Utilities,1406,,14.61,540
2017,Expense,Human Resources,2303,,12.8,100
2017,Expense,Human Resources,2308,,12,100
2017,Expense,Human Resources,2399,,15.1,100
2017,Expense,Human Resources,2500,,1.5,100
2017,Expense,Human Resources,2503,,78.2,100
2017,Expense,Human Resources,2505,,200,100
2017,Expense,Human Resources,2599,,310.4,100
2017,Expense,Human Resources,2600,,550.3,100
2017,Expense,Department of Finance,2211,,7.5,775
2017,Expense,Department of Finance,2216,,4.2,775
2017,Expense,Department of Finance,2301,,58,775
2017,Expense,Department of Finance,2302,,36,775
2017,Expense,Department of Finance,2304,,50,775
2017,Expense,Department of Finance,2305,,2,775
2017,Expense,Department of Finance,2308,,60.5,775
2017,Expense,Department of Finance,2310,,0.1,775
2017,Expense,Department of Finance,2500,,6,775
2017,Expense,Department of Finance,2501,,0.75,775
2017,Expense,Department of Finance,2502,,1.48,775
2017,Expense,Public Works & Utilities,1400,,1467.13,540
2017,Expense,Public Works & Utilities,1401,,2234.46,540
2017,Expense,Park,2212,,2,100
2017,Expense,Park,2399,,2,100
2017,Expense,Park,2400,,46.07,100
2017,Expense,Park,2600,,12.59,100
2017,Expense,Park,2806,,13.9,100
2017,Expense,Park,2917,,9,100
2017,Expense,Park,3103,,3,100
2017,Expense,Park,3299,,10,100
2017,Expense,Park,3816,,130,100
2017,Expense,Park,3903,,8,100
2017,Expense,Park,3999,,8.25,100
2017,Expense,Park,1190,,1.2,100
2017,Expense,Park,1200,,105,100
2017,Expense,Park,1400,,8.03,100
2017,Expense,Park,1403,,2.28,100
2017,Expense,Park,1404,,0.21,100
2017,Expense,Park,2100,,67.48,100
2017,Expense,Park,2101,,33.14,100
2017,Expense,Park,2215,,14.88,100
2017,Expense,Park,2400,,54.78,100
2017,Expense,Park,2600,,1.04,100
2017,Expense,Park,2916,,0.3,100
2017,Expense,Park,2104,,2.04,100
2017,Expense,Park,2215,,3.72,100
2017,Expense,Park,2400,,14.96,100
2017,Expense,Park,1100,,855.07,100
2017,Expense,Park,1101,,1.92,100
2017,Expense,Public Works & Utilities,1500,,7219.04,100
2017,Expense,Public Works & Utilities,2200,,45.6,100
2017,Expense,Public Works & Utilities,2201,,79.35,100
