OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt,account_type,fiscal_year
6884,520,Transit Fund,BU740073,70,16,Transit,2,Contractual Services,220,Communications,2200,PBX - line charges,160010,Vehicle Operations,570,Expense,2017
6885,540,Water Utility Fund,BU740073,71,18,Public Works & Utilities,2,Contractual Services,280,Buildings and Grounds Charges,2802,Maintenance - grounds,183327,Water Distribution Administration,900,Expense,2017
6886,540,Water Utility Fund,BU740073,72,18,Public Works & Utilities,2,Contractual Services,280,Buildings and Grounds Charges,2803,Maintenance - buildings,183327,Water Distribution Administration,35000,Expense,2017
6887,540,Water Utility Fund,BU740073,73,18,Public Works & Utilities,2,Contractual Services,280,Buildings and Grounds Charges,2805,Janitorial services,183327,Water Distribution Administration,15000,Expense,2017
6888,540,Water Utility Fund,BU740073,74,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2902,Advertising,183327,Water Distribution Administration,175,Expense,2017
6889,540,Water Utility Fund,BU740073,75,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2904,Codes and manuals,183327,Water Distribution Administration,100,Expense,2017
6890,540,Water Utility Fund,BU740073,76,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2906,Membership dues,183327,Water Distribution Administration,400,Expense,2017
6891,540,Water Utility Fund,BU740073,77,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,183327,Water Distribution Administration,9100,Expense,2017
6892,540,Water Utility Fund,BU740073,78,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2919,Dirt and pavement cuts,183327,Water Distribution Administration,850000,Expense,2017
6893,540,Water Utility Fund,BU740073,79,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2922,Shredding and recycling,183327,Water Distribution Administration,100,Expense,2017
6894,540,Water Utility Fund,BU740073,80,18,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2999,Other contractuals,183327,Water Distribution Administration,7500,Expense,2017
6895,540,Water Utility Fund,BU740073,81,18,Public Works & Utilities,3,Materials and Supplies,310,Office Supplies,3101,Computer/printer supplies,183327,Water Distribution Administration,1100,Expense,2017
6896,540,Water Utility Fund,BU740073,82,18,Public Works & Utilities,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,183327,Water Distribution Administration,15000,Expense,2017
6897,540,Water Utility Fund,BU740073,83,18,Public Works & Utilities,3,Materials and Supplies,310,Office Supplies,3199,Other office supplies,183327,Water Distribution Administration,300,Expense,2017
6898,540,Water Utility Fund,BU740073,84,18,Public Works & Utilities,3,Materials and Supplies,320,Clothing and Towels,3200,Clothing and towels,183327,Water Distribution Administration,35000,Expense,2017
6899,540,Water Utility Fund,BU740073,85,18,Public Works & Utilities,3,Materials and Supplies,340,Equipment Parts,3400,Equipment parts and supplies,183327,Water Distribution Administration,15000,Expense,2017
6900,540,Water Utility Fund,BU740073,86,18,Public Works & Utilities,3,Materials and Supplies,340,Equipment Parts,3402,Automotive,183327,Water Distribution Administration,3500,Expense,2017
6901,100,General Fund,BU740073,87,14,Public Works & Utilities,2,Contractual Services,250,Professional Services,2514,Laboratory services,142016,Water Quality ,1000,Expense,2017
6902,100,General Fund,BU740073,88,14,Public Works & Utilities,2,Contractual Services,260,Data Processing,2600,Data center charges,142016,Water Quality ,2542,Expense,2017
6903,100,General Fund,BU740073,89,14,Public Works & Utilities,2,Contractual Services,260,Data Processing,2601,Maintenance - data equipment,142016,Water Quality ,100,Expense,2017
6904,100,General Fund,BU740073,90,14,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2700,Motor pool - scheduled charges,142016,Water Quality ,6360,Expense,2017
6905,100,General Fund,BU740073,91,14,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2701,Motor pool-unscheduled charges,142016,Water Quality ,100,Expense,2017
6906,100,General Fund,BU740073,92,14,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2906,Membership dues,142016,Water Quality ,50,Expense,2017
6907,100,General Fund,BU740073,93,14,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,142016,Water Quality ,600,Expense,2017
6908,100,General Fund,BU740073,94,14,Public Works & Utilities,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,142016,Water Quality ,200,Expense,2017
6909,100,General Fund,BU740073,95,14,Public Works & Utilities,3,Materials and Supplies,330,Chemicals,3399,Other chemicals,142016,Water Quality ,600,Expense,2017
6910,100,General Fund,BU740073,96,14,Public Works & Utilities,3,Materials and Supplies,340,Equipment Parts,3400,Equipment parts and supplies,142016,Water Quality ,100,Expense,2017
6911,100,General Fund,BU740073,97,14,Public Works & Utilities,3,Materials and Supplies,340,Equipment Parts,3405,Fuel,142016,Water Quality ,2785,Expense,2017
6913,100,General Fund,BU740073,99,14,Public Works & Utilities,3,Materials and Supplies,390,Other Commodities,3999,Other commodities,142016,Water Quality ,1250,Expense,2017
6914,100,General Fund,BU740073,100,14,Public Works & Utilities,1,Personnel Services,110,Regular Salaries,1190,Accrual,142021,Air Quality ,518,Expense,2017
6912,100,General Fund,BU740073,98,14,Public Works & Utilities,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3804,"Data processing equipment  < $5,000 each",142016,Water Quality ,750,Expense,2017
6915,100,General Fund,BU740074,1,14,Public Works & Utilities,1,Personnel Services,110,Regular Salaries,1199,Other,142021,Air Quality ,50348,Expense,2017
6916,100,General Fund,BU740074,2,14,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1499,Employee benefits in aggregate,142021,Air Quality ,12587,Expense,2017
6917,100,General Fund,BU740074,3,14,Public Works & Utilities,2,Contractual Services,220,Communications,2207,Postage - regular,142021,Air Quality ,25,Expense,2017
6918,100,General Fund,BU740074,4,14,Public Works & Utilities,2,Contractual Services,230,Transportation and Training,2310,Turnpike fees and charges,142021,Air Quality ,50,Expense,2017
6919,100,General Fund,BU740074,5,14,Public Works & Utilities,2,Contractual Services,240,Insurance,2401,Vehicle liability,142021,Air Quality ,2390,Expense,2017
6920,100,General Fund,BU740074,6,14,Public Works & Utilities,2,Contractual Services,250,Professional Services,2507,Audits,142021,Air Quality ,200,Expense,2017
6921,100,General Fund,BU740074,7,14,Public Works & Utilities,2,Contractual Services,260,Data Processing,2600,Data center charges,142021,Air Quality ,6007,Expense,2017
6922,100,General Fund,BU740074,8,14,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2700,Motor pool - scheduled charges,142021,Air Quality ,14400,Expense,2017
6923,100,General Fund,BU740074,9,14,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2799,Other equipment charges,142021,Air Quality ,250,Expense,2017
6924,100,General Fund,BU740074,10,14,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2902,Advertising,142021,Air Quality ,15000,Expense,2017
6925,100,General Fund,BU740074,11,14,Public Works & Utilities,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,142021,Air Quality ,1000,Expense,2017
6926,100,General Fund,BU740074,12,14,Public Works & Utilities,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,142021,Air Quality ,50,Expense,2017
6927,100,General Fund,BU740074,13,14,Public Works & Utilities,3,Materials and Supplies,340,Equipment Parts,3400,Equipment parts and supplies,142021,Air Quality ,100,Expense,2017
6928,100,General Fund,BU740074,14,14,Public Works & Utilities,3,Materials and Supplies,340,Equipment Parts,3405,Fuel,142021,Air Quality ,7841,Expense,2017
6929,100,General Fund,BU740074,15,14,Public Works & Utilities,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3804,"Data processing equipment  < $5,000 each",142021,Air Quality ,100,Expense,2017
6930,100,General Fund,BU740074,16,14,Public Works & Utilities,3,Materials and Supplies,390,Other Commodities,3999,Other commodities,142021,Air Quality ,5000,Expense,2017
6931,100,General Fund,BU740074,17,14,Public Works & Utilities,1,Personnel Services,110,Regular Salaries,1199,Other,142022,Hazardous Materials Response,20000,Expense,2017
6932,100,General Fund,BU740074,18,14,Public Works & Utilities,2,Contractual Services,250,Professional Services,2502,Medical and laboratory services,142022,Hazardous Materials Response,2000,Expense,2017
6933,100,General Fund,BU740074,19,14,Public Works & Utilities,2,Contractual Services,270,Equipment Charges,2703,Maintenance - equipment,142022,Hazardous Materials Response,500,Expense,2017
6934,100,General Fund,BU740074,20,14,Public Works & Utilities,1,Personnel Services,110,Regular Salaries,1100,Bi-weekly wages,142044,Food,59461,Expense,2017
6935,100,General Fund,BU740074,21,14,Public Works & Utilities,1,Personnel Services,110,Regular Salaries,1101,Longevity,142044,Food,1140,Expense,2017
6936,100,General Fund,BU740074,22,14,Public Works & Utilities,1,Personnel Services,110,Regular Salaries,1190,Accrual,142044,Food,354,Expense,2017
6937,100,General Fund,BU740074,23,14,Public Works & Utilities,1,Personnel Services,120,Special Salaries,1208,Cellular phone allowance,142044,Food,600,Expense,2017
6938,100,General Fund,BU740074,24,14,Public Works & Utilities,1,Personnel Services,130,Overtime,1300,Premium-Overtime,142044,Food,9500,Expense,2017
6939,100,General Fund,BU740074,25,14,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1400,FICA,142044,Food,4636,Expense,2017
6940,100,General Fund,BU740074,26,14,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1401,Employee pension,142044,Food,7454,Expense,2017
6941,100,General Fund,BU740074,27,14,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1403,Workers compensation,142044,Food,1442,Expense,2017
6942,100,General Fund,BU740074,28,14,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,142044,Food,121,Expense,2017
6943,100,General Fund,BU740074,29,14,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,142044,Food,16247,Expense,2017
6944,100,General Fund,BU740074,30,14,Public Works & Utilities,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,142044,Food,238,Expense,2017
6945,520,Transit Fund,BU740074,31,16,Transit,2,Contractual Services,220,Communications,2204,Local services,160010,Vehicle Operations,11586,Expense,2017
6946,520,Transit Fund,BU740074,32,16,Transit,2,Contractual Services,220,Communications,2214,Air cards - mobile,160010,Vehicle Operations,1260,Expense,2017
6947,520,Transit Fund,BU740074,33,16,Transit,2,Contractual Services,220,Communications,2215,Plexar,160010,Vehicle Operations,372,Expense,2017
6948,520,Transit Fund,BU740074,34,16,Transit,2,Contractual Services,220,Communications,2216,Voice mail,160010,Vehicle Operations,252,Expense,2017
6949,520,Transit Fund,BU740074,35,16,Transit,2,Contractual Services,230,Transportation and Training,2300,Auto tags and titles,160010,Vehicle Operations,460,Expense,2017
6950,100,General Fund,BU740074,36,17,Park,1,Personnel Services,110,Regular Salaries,1190,Accrual,171101,Park - Administration,3881,Expense,2017
6951,100,General Fund,BU740074,37,17,Park,1,Personnel Services,120,Special Salaries,1205,Auto allowance,171101,Park - Administration,2400,Expense,2017
6952,100,General Fund,BU740074,38,17,Park,1,Personnel Services,120,Special Salaries,1208,Cellular phone allowance,171101,Park - Administration,1200,Expense,2017
6953,100,General Fund,BU740074,39,17,Park,1,Personnel Services,140,Employee Benefits,1400,FICA,171101,Park - Administration,31925,Expense,2017
6954,100,General Fund,BU740074,40,17,Park,1,Personnel Services,140,Employee Benefits,1401,Employee pension,171101,Park - Administration,51940,Expense,2017
6955,100,General Fund,BU740074,41,17,Park,1,Personnel Services,140,Employee Benefits,1403,Workers compensation,171101,Park - Administration,8741,Expense,2017
6956,100,General Fund,BU740074,42,17,Park,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,171101,Park - Administration,845,Expense,2017
6957,100,General Fund,BU740074,43,17,Park,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,171101,Park - Administration,58874,Expense,2017
6958,100,General Fund,BU740074,44,17,Park,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,171101,Park - Administration,1677,Expense,2017
6959,100,General Fund,BU740074,45,17,Park,1,Personnel Services,150,Other Personnel Services,1500,Planned savings,171101,Park - Administration,-5454,Expense,2017
6960,100,General Fund,BU740074,46,17,Park,2,Contractual Services,220,Communications,2200,PBX - line charges,171101,Park - Administration,912,Expense,2017
6961,100,General Fund,BU740074,47,17,Park,2,Contractual Services,220,Communications,2201,PBX - instrument charges,171101,Park - Administration,2025,Expense,2017
6962,100,General Fund,BU740074,48,17,Park,2,Contractual Services,220,Communications,2203,Long distance service,171101,Park - Administration,108,Expense,2017
6963,100,General Fund,BU740074,49,17,Park,2,Contractual Services,220,Communications,2207,Postage - regular,171101,Park - Administration,500,Expense,2017
6964,100,General Fund,BU740074,50,17,Park,2,Contractual Services,220,Communications,2211,Express mail,171101,Park - Administration,40,Expense,2017
6965,100,General Fund,BU740074,51,17,Park,2,Contractual Services,220,Communications,2216,Voice mail,171101,Park - Administration,168,Expense,2017
6966,100,General Fund,BU740074,52,17,Park,2,Contractual Services,230,Transportation and Training,2301,Meals and lodging allowance,171101,Park - Administration,1300,Expense,2017
6967,100,General Fund,BU740074,53,17,Park,2,Contractual Services,230,Transportation and Training,2302,Out of town registration fees,171101,Park - Administration,915,Expense,2017
6968,100,General Fund,BU740074,54,17,Park,2,Contractual Services,230,Transportation and Training,2308,Transportation - out of town,171101,Park - Administration,495,Expense,2017
6969,100,General Fund,BU740074,55,17,Park,2,Contractual Services,250,Professional Services,2599,Other professional services,171101,Park - Administration,100,Expense,2017
6970,100,General Fund,BU740074,56,17,Park,2,Contractual Services,260,Data Processing,2600,Data center charges,171101,Park - Administration,31148,Expense,2017
6971,100,General Fund,BU740074,57,17,Park,2,Contractual Services,290,Other Contractuals,2902,Advertising,171101,Park - Administration,200,Expense,2017
6972,100,General Fund,BU740074,58,17,Park,2,Contractual Services,290,Other Contractuals,2903,Directories,171101,Park - Administration,100,Expense,2017
6973,100,General Fund,BU740074,59,17,Park,2,Contractual Services,290,Other Contractuals,2905,Periodicals/Subscriptions,171101,Park - Administration,80,Expense,2017
6974,100,General Fund,BU740074,60,17,Park,2,Contractual Services,290,Other Contractuals,2906,Membership dues,171101,Park - Administration,510,Expense,2017
6975,100,General Fund,BU740074,61,17,Park,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,171101,Park - Administration,3000,Expense,2017
6976,100,General Fund,BU740074,62,17,Park,3,Materials and Supplies,310,Office Supplies,3101,Computer/printer supplies,171101,Park - Administration,100,Expense,2017
6977,100,General Fund,BU740074,63,17,Park,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,171101,Park - Administration,1700,Expense,2017
6978,100,General Fund,BU740074,64,17,Park,3,Materials and Supplies,310,Office Supplies,3199,Other office supplies,171101,Park - Administration,500,Expense,2017
6979,100,General Fund,BU740074,65,17,Park,2,Contractual Services,250,Professional Services,2505,Contractors,172031,Art Museum,18300,Expense,2017
6980,100,General Fund,BU740074,66,17,Park,1,Personnel Services,110,Regular Salaries,1100,Bi-weekly wages,172101,Park Maintenance Administration,252513,Expense,2017
6981,100,General Fund,BU740074,67,17,Park,1,Personnel Services,110,Regular Salaries,1101,Longevity,172101,Park Maintenance Administration,5040,Expense,2017
6982,100,General Fund,BU740074,68,17,Park,1,Personnel Services,110,Regular Salaries,1190,Accrual,172101,Park Maintenance Administration,1647,Expense,2017
6983,100,General Fund,BU740074,69,17,Park,1,Personnel Services,120,Special Salaries,1204,Clothing allowance,172101,Park Maintenance Administration,150,Expense,2017
6984,100,General Fund,BU740074,70,17,Park,1,Personnel Services,120,Special Salaries,1208,Cellular phone allowance,172101,Park Maintenance Administration,600,Expense,2017
6985,100,General Fund,BU740074,71,17,Park,1,Personnel Services,140,Employee Benefits,1400,FICA,172101,Park Maintenance Administration,19703,Expense,2017
6986,100,General Fund,BU740074,72,17,Park,1,Personnel Services,140,Employee Benefits,1401,Employee pension,172101,Park Maintenance Administration,31679,Expense,2017
6987,100,General Fund,BU740074,73,17,Park,1,Personnel Services,140,Employee Benefits,1403,Workers compensation,172101,Park Maintenance Administration,5331,Expense,2017
6988,100,General Fund,BU740074,74,17,Park,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,172101,Park Maintenance Administration,515,Expense,2017
6989,100,General Fund,BU740074,75,17,Park,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,172101,Park Maintenance Administration,55288,Expense,2017
6990,100,General Fund,BU740074,76,17,Park,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,172101,Park Maintenance Administration,1010,Expense,2017
6991,100,General Fund,BU740074,77,17,Park,1,Personnel Services,150,Other Personnel Services,1500,Planned savings,172101,Park Maintenance Administration,-101033,Expense,2017
6992,100,General Fund,BU740074,78,17,Park,2,Contractual Services,210,Utilities,2100,Electricity,172101,Park Maintenance Administration,10520,Expense,2017
6993,100,General Fund,BU740074,79,17,Park,3,Materials and Supplies,320,Clothing and Towels,3299,Other clothing,172209,Park Projects/Construction,20,Expense,2017
6994,100,General Fund,BU740074,80,17,Park,3,Materials and Supplies,340,Equipment Parts,3400,Equipment parts and supplies,172209,Park Projects/Construction,3000,Expense,2017
6995,100,General Fund,BU740074,81,17,Park,3,Materials and Supplies,340,Equipment Parts,3402,Automotive,172209,Park Projects/Construction,500,Expense,2017
6996,100,General Fund,BU740074,82,17,Park,3,Materials and Supplies,340,Equipment Parts,3405,Fuel,172209,Park Projects/Construction,15621,Expense,2017
6997,100,General Fund,BU740074,83,17,Park,3,Materials and Supplies,340,Equipment Parts,3406,Safety/security equipment,172209,Park Projects/Construction,500,Expense,2017
6998,100,General Fund,BU740074,84,17,Park,3,Materials and Supplies,340,Equipment Parts,3499,Other equipment parts,172209,Park Projects/Construction,6000,Expense,2017
6999,100,General Fund,BU740074,85,8,Police Department,2,Contractual Services,220,Communications,2217,Internet Service,82404,Special Investigations,2000,Expense,2017
7000,100,General Fund,BU740074,86,8,Police Department,2,Contractual Services,230,Transportation and Training,2300,Auto tags and titles,82404,Special Investigations,500,Expense,2017
7001,100,General Fund,BU740074,87,8,Police Department,2,Contractual Services,250,Professional Services,2599,Other professional services,82404,Special Investigations,9600,Expense,2017
7002,100,General Fund,BU740074,88,8,Police Department,2,Contractual Services,260,Data Processing,2600,Data center charges,82404,Special Investigations,83982,Expense,2017
7003,100,General Fund,BU740074,89,8,Police Department,2,Contractual Services,260,Data Processing,2601,Maintenance - data equipment,82404,Special Investigations,3900,Expense,2017
7004,100,General Fund,BU740074,90,8,Police Department,2,Contractual Services,270,Equipment Charges,2705,Outside services,82404,Special Investigations,640,Expense,2017
7005,100,General Fund,BU740074,91,8,Police Department,2,Contractual Services,290,Other Contractuals,2903,Directories,82404,Special Investigations,580,Expense,2017
7006,100,General Fund,BU740074,92,8,Police Department,2,Contractual Services,290,Other Contractuals,2904,Codes and manuals,82404,Special Investigations,100,Expense,2017
7007,100,General Fund,BU740074,93,8,Police Department,2,Contractual Services,290,Other Contractuals,2906,Membership dues,82404,Special Investigations,400,Expense,2017
7008,100,General Fund,BU740074,94,8,Police Department,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,82404,Special Investigations,7500,Expense,2017
7009,100,General Fund,BU740074,95,8,Police Department,2,Contractual Services,290,Other Contractuals,2922,Shredding and recycling,82404,Special Investigations,150,Expense,2017
7010,100,General Fund,BU740074,96,8,Police Department,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,82404,Special Investigations,3000,Expense,2017
7011,100,General Fund,BU740074,97,8,Police Department,3,Materials and Supplies,330,Chemicals,3300,Research chemicals,82404,Special Investigations,500,Expense,2017
7012,100,General Fund,BU740074,98,8,Police Department,3,Materials and Supplies,340,Equipment Parts,3405,Fuel,82404,Special Investigations,2213,Expense,2017
7013,100,General Fund,BU740074,99,8,Police Department,3,Materials and Supplies,380,Non-Capitalizable Equipment < $5000 Each,3899,"Other non-capitalized equip <$5,000 each",82404,Special Investigations,2100,Expense,2017
7014,100,General Fund,BU740074,100,8,Police Department,3,Materials and Supplies,390,Other Commodities,3901,Custodial supplies,82404,Special Investigations,500,Expense,2017
7015,100,General Fund,BU740075,1,8,Police Department,3,Materials and Supplies,390,Other Commodities,3999,Other commodities,82404,Special Investigations,1000,Expense,2017
7016,100,General Fund,BU740075,2,8,Police Department,1,Personnel Services,110,Regular Salaries,1100,Bi-weekly wages,82503,Technical Services,1314584,Expense,2017
7017,100,General Fund,BU740075,3,8,Police Department,1,Personnel Services,110,Regular Salaries,1101,Longevity,82503,Technical Services,19704,Expense,2017
7018,100,General Fund,BU740075,4,8,Police Department,1,Personnel Services,110,Regular Salaries,1102,Education pay,82503,Technical Services,2713,Expense,2017
7019,100,General Fund,BU740075,5,8,Police Department,1,Personnel Services,110,Regular Salaries,1104,Shift differential,82503,Technical Services,13000,Expense,2017
7020,100,General Fund,BU740075,6,8,Police Department,1,Personnel Services,110,Regular Salaries,1190,Accrual,82503,Technical Services,4440,Expense,2017
7021,100,General Fund,BU740075,7,8,Police Department,1,Personnel Services,120,Special Salaries,1204,Clothing allowance,82503,Technical Services,6000,Expense,2017
7022,100,General Fund,BU740075,8,8,Police Department,1,Personnel Services,120,Special Salaries,1208,Cellular phone allowance,82503,Technical Services,1200,Expense,2017
7023,100,General Fund,BU740075,9,8,Police Department,1,Personnel Services,130,Overtime,1300,Premium-Overtime,82503,Technical Services,25000,Expense,2017
7024,100,General Fund,BU740075,10,8,Police Department,1,Personnel Services,130,Overtime,1301,Straight,82503,Technical Services,3500,Expense,2017
7025,100,General Fund,BU740075,11,8,Police Department,1,Personnel Services,130,Overtime,1302,Court appearance,82503,Technical Services,3000,Expense,2017
7026,100,General Fund,BU740075,12,8,Police Department,1,Personnel Services,130,Overtime,1303,Holiday,82503,Technical Services,8000,Expense,2017
7027,100,General Fund,BU740075,13,8,Police Department,1,Personnel Services,140,Employee Benefits,1400,FICA,82503,Technical Services,92332,Expense,2017
7028,100,General Fund,BU740075,14,8,Police Department,1,Personnel Services,140,Employee Benefits,1401,Employee pension,82503,Technical Services,143817,Expense,2017
7029,100,General Fund,BU740075,15,8,Police Department,1,Personnel Services,140,Employee Benefits,1402,Police and fire pension,82503,Technical Services,39949,Expense,2017
7030,100,General Fund,BU740075,16,8,Police Department,1,Personnel Services,140,Employee Benefits,1403,Workers compensation,82503,Technical Services,25491,Expense,2017
7031,100,General Fund,BU740075,17,8,Police Department,1,Personnel Services,140,Employee Benefits,1404,Unemployment compensation,82503,Technical Services,2748,Expense,2017
7032,100,General Fund,BU740075,18,8,Police Department,1,Personnel Services,140,Employee Benefits,1405,Group health insurance,82503,Technical Services,237892,Expense,2017
7033,100,General Fund,BU740075,19,8,Police Department,1,Personnel Services,140,Employee Benefits,1406,Group life insurance,82503,Technical Services,5259,Expense,2017
7034,100,General Fund,BU740075,20,8,Police Department,2,Contractual Services,210,Utilities,2100,Electricity,82503,Technical Services,25000,Expense,2017
7035,100,General Fund,BU740075,21,8,Police Department,2,Contractual Services,210,Utilities,2101,Gas-ONEOK Kansas Gas Service,82503,Technical Services,10300,Expense,2017
7036,100,General Fund,BU740075,22,8,Police Department,2,Contractual Services,210,Utilities,2104,Water,82503,Technical Services,1330,Expense,2017
7037,100,General Fund,BU740075,23,8,Police Department,2,Contractual Services,210,Utilities,2107,Trash service,82503,Technical Services,1250,Expense,2017
7038,100,General Fund,BU740075,24,8,Police Department,2,Contractual Services,210,Utilities,2108,Hazardous materials disposal,82503,Technical Services,2200,Expense,2017
7039,100,General Fund,BU740075,25,8,Police Department,2,Contractual Services,220,Communications,2200,PBX - line charges,82503,Technical Services,3906,Expense,2017
7040,100,General Fund,BU740075,26,8,Police Department,2,Contractual Services,220,Communications,2201,PBX - instrument charges,82503,Technical Services,4590,Expense,2017
7041,100,General Fund,BU740075,27,8,Police Department,2,Contractual Services,220,Communications,2211,Express mail,83709,Records,50,Expense,2017
7042,100,General Fund,BU740075,28,8,Police Department,2,Contractual Services,220,Communications,2216,Voice mail,83709,Records,336,Expense,2017
7043,100,General Fund,BU740075,29,8,Police Department,2,Contractual Services,250,Professional Services,2502,Medical and laboratory services,83709,Records,400,Expense,2017
7044,100,General Fund,BU740075,30,8,Police Department,2,Contractual Services,250,Professional Services,2505,Contractors,83709,Records,152000,Expense,2017
7045,100,General Fund,BU740075,31,8,Police Department,2,Contractual Services,250,Professional Services,2543,Bank charges,83709,Records,3200,Expense,2017
7046,100,General Fund,BU740075,32,8,Police Department,2,Contractual Services,250,Professional Services,2599,Other professional services,83709,Records,200,Expense,2017
7047,100,General Fund,BU740075,33,8,Police Department,2,Contractual Services,260,Data Processing,2600,Data center charges,83709,Records,185130,Expense,2017
7048,100,General Fund,BU740075,34,17,Park,2,Contractual Services,230,Transportation and Training,2307,Employee - in-town mileage,173305,Great Plains Nature Center,200,Expense,2017
7049,100,General Fund,BU740075,35,17,Park,2,Contractual Services,250,Professional Services,2599,Other professional services,173305,Great Plains Nature Center,112000,Expense,2017
7050,100,General Fund,BU740075,36,17,Park,2,Contractual Services,270,Equipment Charges,2700,Motor pool - scheduled charges,173305,Great Plains Nature Center,2880,Expense,2017
7051,100,General Fund,BU740075,37,17,Park,2,Contractual Services,270,Equipment Charges,2702,Lease/rent equipment,173305,Great Plains Nature Center,3000,Expense,2017
7052,100,General Fund,BU740075,38,17,Park,2,Contractual Services,280,Buildings and Grounds Charges,2806,Security/Fire services,173305,Great Plains Nature Center,2000,Expense,2017
7053,100,General Fund,BU740075,39,17,Park,2,Contractual Services,290,Other Contractuals,2917,Printing and copying,173305,Great Plains Nature Center,2333,Expense,2017
7054,100,General Fund,BU740075,40,17,Park,3,Materials and Supplies,310,Office Supplies,3103,Office supplies,173305,Great Plains Nature Center,430,Expense,2017
7055,100,General Fund,BU740075,41,17,Park,3,Materials and Supplies,320,Clothing and Towels,3200,Clothing and towels,173305,Great Plains Nature Center,60,Expense,2017
7056,100,General Fund,BU740075,42,17,Park,3,Materials and Supplies,340,Equipment Parts,3405,Fuel,173305,Great Plains Nature Center,953,Expense,2017
7057,100,General Fund,BU740075,43,17,Park,3,Materials and Supplies,340,Equipment Parts,3406,Safety/security equipment,173305,Great Plains Nature Center,300,Expense,2017
7058,100,General Fund,BU740075,44,17,Park,3,Materials and Supplies,340,Equipment Parts,3407,Road/highway/traffic equipment,173305,Great Plains Nature Center,400,Expense,2017
7059,100,General Fund,BU740075,45,17,Park,3,Materials and Supplies,390,Other Commodities,3903,Food supplies,173305,Great Plains Nature Center,300,Expense,2017
7060,100,General Fund,BU740075,46,17,Park,3,Materials and Supplies,390,Other Commodities,3999,Other commodities,173305,Great Plains Nature Center,1200,Expense,2017
7061,100,General Fund,BU740075,47,17,Park,2,Contractual Services,240,Insurance,2400,Building and contents insurance,173306,Ice Center,18088,Expense,2017
7062,100,General Fund,BU740075,48,17,Park,5,Other Expenditures,530,Other Non-Operating Expenditures,5300,Contingency,173306,Ice Center,25000,Expense,2017
7063,100,General Fund,BU740075,49,17,Park,1,Personnel Services,110,Regular Salaries,1100,Bi-weekly wages,173400,Aquatics Administration,45301,Expense,2017
7064,100,General Fund,BU740075,50,17,Park,1,Personnel Services,110,Regular Salaries,1101,Longevity,173400,Aquatics Administration,340,Expense,2017
7065,100,General Fund,BU740075,51,17,Park,1,Personnel Services,110,Regular Salaries,1190,Accrual,173400,Aquatics Administration,599,Expense,2017
7066,100,General Fund,BU740075,52,17,Park,1,Personnel Services,140,Employee Benefits,1400,FICA,173400,Aquatics Administration,3492,Expense,2017
7067,100,General Fund,BU740075,53,17,Park,1,Personnel Services,140,Employee Benefits,1401,Employee pension,173400,Aquatics Administration,5614,Expense,2017
7068,100,General Fund,BU740075,54,17,Park,1,Personnel Services,140,Employee Benefits,1403,Workers compensation,173400,Aquatics Administration,945,Expense,2017
