OBJECTID,fund,fund_title,cur_doc_no,cur_doc_no_sfx,dept,dept_title,obj_lvl_1,obj_lvl_1_title,obj_lvl_2,obj_lvl_2_title,obj_lvl_3,obj_lvl_3_title,org_cost_acct,oca_title,appropriation_amt
7070,100,General Fund,BU740075,56,17,Park,1,Personnel services,140,Employee benefits,1405,Group health insurance,173400,Aquatics Administration,9748
7071,100,General Fund,BU740075,57,17,Park,1,Personnel services,140,Employee benefits,1406,Group life insurance,173400,Aquatics Administration,181
7072,100,General Fund,BU740075,58,17,Park,2,Contractual services,230,Transportation and training,2399,Other training/transportation,173400,Aquatics Administration,150
7073,100,General Fund,BU740075,59,17,Park,3,Materials and supplies,390,Other commodities,3999,Other commodities,173400,Aquatics Administration,600
7074,100,General Fund,BU740075,60,17,Park,1,Personnel services,120,Special salaries,1200,Part time/seasonal,173401,Aley Pool,32000
7075,100,General Fund,BU740075,61,17,Park,1,Personnel services,140,Employee benefits,1400,FICA,173401,Aley Pool,2448
7076,100,General Fund,BU740075,62,17,Park,1,Personnel services,140,Employee benefits,1403,Workers compensation,173401,Aley Pool,696
7077,100,General Fund,BU740075,63,13,Public Works & Utilities,2,Contractual services,280,Buildings and grounds charges,2806,Security/Fire services,130526,Art Museum,4000
7078,100,General Fund,BU740075,64,13,Public Works & Utilities,2,Contractual services,280,Buildings and grounds charges,2899,Other building/grounds charges,130526,Art Museum,75
7079,100,General Fund,BU740075,65,13,Public Works & Utilities,3,Materials and supplies,330,Chemicals,3301,Industrial chemicals,130526,Art Museum,1100
7080,100,General Fund,BU740075,66,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3403,Electrical,130526,Art Museum,9500
7081,100,General Fund,BU740075,67,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3499,Other equipment parts,130526,Art Museum,30000
7082,100,General Fund,BU740075,68,13,Public Works & Utilities,3,Materials and supplies,350,Materials,3500,Materials,130526,Art Museum,600
7083,100,General Fund,BU740075,69,13,Public Works & Utilities,3,Materials and supplies,370,Building parts,3700,Building parts and materials,130526,Art Museum,7000
7084,100,General Fund,BU740075,70,13,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3800,"Non-capital shop equipment < $5,000 each",130526,Art Museum,2500
7085,100,General Fund,BU740075,71,13,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3809,"Plumbing equipment < $5,000 each",130526,Art Museum,4000
7086,100,General Fund,BU740075,72,13,Public Works & Utilities,2,Contractual services,270,Equipment charges,2705,Outside services,130534,Library Maintenance,1000
7087,100,General Fund,BU740075,73,13,Public Works & Utilities,2,Contractual services,280,Buildings and grounds charges,2803,Maintenance - buildings,130534,Library Maintenance,50000
7088,100,General Fund,BU740075,74,13,Public Works & Utilities,2,Contractual services,280,Buildings and grounds charges,2804,Pest control services,130534,Library Maintenance,800
7089,100,General Fund,BU740075,75,13,Public Works & Utilities,2,Contractual services,280,Buildings and grounds charges,2805,Janitorial services,130534,Library Maintenance,115000
7090,100,General Fund,BU740075,76,13,Public Works & Utilities,2,Contractual services,280,Buildings and grounds charges,2899,Other building/grounds charges,130534,Library Maintenance,100
7091,100,General Fund,BU740075,77,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,130534,Library Maintenance,350
7092,100,General Fund,BU740075,78,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3403,Electrical,130534,Library Maintenance,7500
7093,100,General Fund,BU740075,79,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3499,Other equipment parts,130534,Library Maintenance,17500
7094,100,General Fund,BU740075,80,13,Public Works & Utilities,3,Materials and supplies,350,Materials,3500,Materials,130534,Library Maintenance,400
7095,100,General Fund,BU740075,81,13,Public Works & Utilities,3,Materials and supplies,370,Building parts,3700,Building parts and materials,130534,Library Maintenance,10000
7096,100,General Fund,BU740075,82,13,Public Works & Utilities,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3809,"Plumbing equipment < $5,000 each",130534,Library Maintenance,1750
7097,100,General Fund,BU740075,83,13,Public Works & Utilities,2,Contractual services,220,Communications,2207,Postage - regular,132233,Street Cleaning,10
7098,100,General Fund,BU740075,84,13,Public Works & Utilities,2,Contractual services,240,Insurance,2401,Vehicle liability,132233,Street Cleaning,13080
7099,100,General Fund,BU740075,85,13,Public Works & Utilities,2,Contractual services,250,Professional services,2501,Pre-employment expenses,132233,Street Cleaning,200
7100,100,General Fund,BU740075,86,13,Public Works & Utilities,2,Contractual services,250,Professional services,2502,Medical and laboratory services,132233,Street Cleaning,350
7101,100,General Fund,BU740075,87,13,Public Works & Utilities,2,Contractual services,260,Data processing,2600,Data center charges,132233,Street Cleaning,8541
7102,100,General Fund,BU740075,88,13,Public Works & Utilities,2,Contractual services,260,Data processing,2601,Maintenance - data equipment,132233,Street Cleaning,600
7103,100,General Fund,BU740075,89,13,Public Works & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,132233,Street Cleaning,332280
7104,100,General Fund,BU740075,90,13,Public Works & Utilities,2,Contractual services,270,Equipment charges,2708,Uniform rental service,132233,Street Cleaning,1500
7105,100,General Fund,BU740075,91,13,Public Works & Utilities,2,Contractual services,290,Other contractuals,2917,Printing and copying,132233,Street Cleaning,1000
7106,100,General Fund,BU740075,92,13,Public Works & Utilities,2,Contractual services,290,Other contractuals,2922,Shredding and recycling,132233,Street Cleaning,2000
7107,100,General Fund,BU740075,93,13,Public Works & Utilities,3,Materials and supplies,320,Clothing and towels,3299,Other clothing,132233,Street Cleaning,600
7108,100,General Fund,BU740075,94,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,132233,Street Cleaning,50000
7109,100,General Fund,BU740075,95,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3405,Fuel,132233,Street Cleaning,102982
7110,100,General Fund,BU740075,96,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3406,Safety/security equipment,132233,Street Cleaning,650
7111,100,General Fund,BU740075,97,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3407,Road/highway/traffic equipment,132233,Street Cleaning,300
7112,100,General Fund,BU740075,98,13,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3499,Other equipment parts,132233,Street Cleaning,17500
7113,100,General Fund,BU740075,99,14,Public Works  & Utilities,1,Personnel services,110,Regular salaries,1199,Other,143083,Child Care Licensing,-38299
7114,100,General Fund,BU740075,100,14,Public Works  & Utilities,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,143083,Child Care Licensing,1200
7115,100,General Fund,BU740076,1,14,Public Works  & Utilities,1,Personnel services,140,Employee benefits,1400,FICA,143083,Child Care Licensing,9930
7116,100,General Fund,BU740076,2,14,Public Works  & Utilities,1,Personnel services,140,Employee benefits,1401,Employee pension,143083,Child Care Licensing,15965
7117,100,General Fund,BU740076,3,14,Public Works  & Utilities,1,Personnel services,140,Employee benefits,1403,Workers compensation,143083,Child Care Licensing,3089
7118,100,General Fund,BU740076,4,14,Public Works  & Utilities,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,143083,Child Care Licensing,260
7119,100,General Fund,BU740076,5,14,Public Works  & Utilities,1,Personnel services,140,Employee benefits,1405,Group health insurance,143083,Child Care Licensing,20909
7120,100,General Fund,BU740076,6,14,Public Works  & Utilities,1,Personnel services,140,Employee benefits,1406,Group life insurance,143083,Child Care Licensing,512
7121,100,General Fund,BU740076,7,14,Public Works  & Utilities,2,Contractual services,220,Communications,2203,Long distance service,143083,Child Care Licensing,50
7122,100,General Fund,BU740076,8,14,Public Works  & Utilities,2,Contractual services,240,Insurance,2401,Vehicle liability,143083,Child Care Licensing,2390
7123,100,General Fund,BU740076,9,14,Public Works  & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,143083,Child Care Licensing,13680
7124,100,General Fund,BU740076,10,14,Public Works  & Utilities,3,Materials and supplies,340,Equipment parts,3405,Fuel,143083,Child Care Licensing,1844
7125,255,TIF Districts Fund,BU740076,11,14,Public Works  & Utilities,2,Contractual services,220,Communications,2207,Postage - regular,148557,Gilbert & Mosley-General Program Costs,150
7126,255,TIF Districts Fund,BU740076,12,14,Public Works  & Utilities,2,Contractual services,220,Communications,2211,Express mail,148557,Gilbert & Mosley-General Program Costs,150
7127,255,TIF Districts Fund,BU740076,13,14,Public Works  & Utilities,2,Contractual services,220,Communications,2215,Plexar,148557,Gilbert & Mosley-General Program Costs,372
7128,255,TIF Districts Fund,BU740076,14,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2503,Studies/Consultants,148557,Gilbert & Mosley-General Program Costs,600000
7129,255,TIF Districts Fund,BU740076,15,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2504,Engineering,148557,Gilbert & Mosley-General Program Costs,10000
7130,255,TIF Districts Fund,BU740076,16,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2505,Contractors,148557,Gilbert & Mosley-General Program Costs,30000
7131,255,TIF Districts Fund,BU740076,17,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2506,Legal services,148557,Gilbert & Mosley-General Program Costs,25000
7132,255,TIF Districts Fund,BU740076,18,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2507,Audits,148557,Gilbert & Mosley-General Program Costs,800
7133,255,TIF Districts Fund,BU740076,19,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2514,Laboratory services,148557,Gilbert & Mosley-General Program Costs,27950
7134,255,TIF Districts Fund,BU740076,20,14,Public Works  & Utilities,2,Contractual services,250,Professional services,2599,Other professional services,148557,Gilbert & Mosley-General Program Costs,350000
7135,255,TIF Districts Fund,BU740076,21,14,Public Works  & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,148557,Gilbert & Mosley-General Program Costs,3000
7136,255,TIF Districts Fund,BU740076,22,14,Public Works  & Utilities,2,Contractual services,270,Equipment charges,2703,Maintenance - equipment,148557,Gilbert & Mosley-General Program Costs,200
7137,255,TIF Districts Fund,BU740076,23,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2801,Lease/Rent-Buildings or grounds,148557,Gilbert & Mosley-General Program Costs,45500
7138,255,TIF Districts Fund,BU740076,24,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2802,Maintenance - grounds,148557,Gilbert & Mosley-General Program Costs,3000
7139,255,TIF Districts Fund,BU740076,25,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2803,Maintenance - buildings,148557,Gilbert & Mosley-General Program Costs,16000
7140,255,TIF Districts Fund,BU740076,26,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2805,Janitorial services,148557,Gilbert & Mosley-General Program Costs,10000
7141,255,TIF Districts Fund,BU740076,27,14,Public Works  & Utilities,2,Contractual services,280,Buildings and grounds charges,2899,Other building/grounds charges,148557,Gilbert & Mosley-General Program Costs,500
7142,255,TIF Districts Fund,BU740076,28,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2900,City administrative charges,148557,Gilbert & Mosley-General Program Costs,8767
7143,255,TIF Districts Fund,BU740076,29,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2902,Advertising,148557,Gilbert & Mosley-General Program Costs,300
7144,255,TIF Districts Fund,BU740076,30,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2916,Property taxes ,148557,Gilbert & Mosley-General Program Costs,50
7145,255,TIF Districts Fund,BU740076,31,14,Public Works  & Utilities,2,Contractual services,290,Other contractuals,2917,Printing and copying,148557,Gilbert & Mosley-General Program Costs,100
7146,530,SEWER UTILITY FUND,BU740076,32,18,Public Works & Utilities,4,Capital outlay,450,"Vehicular equipment => $10,000",4502,"Trucks => $10,000",184804,SEWER MAINTENANCE DIVISION,267000
7147,530,SEWER UTILITY FUND,BU740076,33,18,Public Works & Utilities,4,Capital outlay,460,"Operating equipment => $5,000",4606,"Cleaning equipment => $5,000",184804,SEWER MAINTENANCE DIVISION,833000
7148,540,WATER UTILITY FUND,BU740076,34,18,Public Works & Utilities,2,Contractual services,250,Professional services,2599,Other professional services,188201,SERVICE & METER SETS - CUSTOMER PAID,490000
7150,540,WATER UTILITY FUND,BU740076,36,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2919,Dirt and pavement cuts,188201,SERVICE & METER SETS - CUSTOMER PAID,62000
7151,540,WATER UTILITY FUND,BU740076,37,18,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3418,Water Distrib System parts,188201,SERVICE & METER SETS - CUSTOMER PAID,450000
7152,540,WATER UTILITY FUND,BU740076,38,18,Public Works & Utilities,1,Personnel services,110,Regular salaries,1199,Other,188409,SERVICES & METER SETS-UTILITY PAID,913310
7153,540,WATER UTILITY FUND,BU740076,39,18,Public Works & Utilities,1,Personnel services,130,Overtime,1300,Premium-Overtime,188409,SERVICES & METER SETS-UTILITY PAID,75000
7149,540,WATER UTILITY FUND,BU740076,35,18,Public Works & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,188201,SERVICE & METER SETS - CUSTOMER PAID,100000
7154,540,WATER UTILITY FUND,BU740076,40,18,Public Works & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,188409,SERVICES & METER SETS-UTILITY PAID,85000
7155,540,WATER UTILITY FUND,BU740076,41,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2919,Dirt and pavement cuts,188409,SERVICES & METER SETS-UTILITY PAID,47000
7156,540,WATER UTILITY FUND,BU740076,42,18,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3418,Water Distrib System parts,188409,SERVICES & METER SETS-UTILITY PAID,76000
7157,540,WATER UTILITY FUND,BU740076,43,18,Public Works & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,188417,LEAD SERVICE REPLACEMENTS,18000
7158,540,WATER UTILITY FUND,BU740076,44,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2919,Dirt and pavement cuts,188417,LEAD SERVICE REPLACEMENTS,26000
7159,540,WATER UTILITY FUND,BU740076,45,18,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3418,Water Distrib System parts,188417,LEAD SERVICE REPLACEMENTS,12500
7160,540,WATER UTILITY FUND,BU740076,46,18,Public Works & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,188425,MAINS & VALVES-REPLACE/RELOCATE,110000
7161,540,WATER UTILITY FUND,BU740076,47,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2919,Dirt and pavement cuts,188425,MAINS & VALVES-REPLACE/RELOCATE,78000
7162,540,WATER UTILITY FUND,BU740076,48,18,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3418,Water Distrib System parts,188425,MAINS & VALVES-REPLACE/RELOCATE,101000
7163,540,WATER UTILITY FUND,BU740076,49,18,Public Works & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,188433,METER REPLACEMENTS,68000
7164,540,WATER UTILITY FUND,BU740076,50,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2919,Dirt and pavement cuts,188433,METER REPLACEMENTS,1000
7165,540,WATER UTILITY FUND,BU740076,51,18,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3418,Water Distrib System parts,188433,METER REPLACEMENTS,625000
7166,540,WATER UTILITY FUND,BU740076,52,18,Public Works & Utilities,2,Contractual services,270,Equipment charges,2700,Motor pool - scheduled charges,188441,HYDRANTS,158000
7167,540,WATER UTILITY FUND,BU740076,53,18,Public Works & Utilities,2,Contractual services,290,Other contractuals,2919,Dirt and pavement cuts,188441,HYDRANTS,36000
7168,540,WATER UTILITY FUND,BU740076,54,18,Public Works & Utilities,3,Materials and supplies,340,Equipment parts,3418,Water Distrib System parts,188441,HYDRANTS,250000
7169,500,AIRPORT AUTHORITY FUND,BU740076,55,19,Airport,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,190009,ADMINISTRATION-MID-CONTINENT,772696
7170,500,AIRPORT AUTHORITY FUND,BU740076,56,19,Airport,1,Personnel services,110,Regular salaries,1101,Longevity,190009,ADMINISTRATION-MID-CONTINENT,7800
7171,500,AIRPORT AUTHORITY FUND,BU740076,57,19,Airport,1,Personnel services,110,Regular salaries,1190,Accrual,190009,ADMINISTRATION-MID-CONTINENT,5308
7172,500,AIRPORT AUTHORITY FUND,BU740076,58,19,Airport,1,Personnel services,120,Special salaries,1200,Part time/seasonal,190009,ADMINISTRATION-MID-CONTINENT,103562
7173,500,AIRPORT AUTHORITY FUND,BU740076,59,19,Airport,1,Personnel services,120,Special salaries,1205,Auto allowance,190009,ADMINISTRATION-MID-CONTINENT,2400
7174,500,AIRPORT AUTHORITY FUND,BU740076,60,19,Airport,1,Personnel services,120,Special salaries,1208,Cellular phone allowance,190009,ADMINISTRATION-MID-CONTINENT,3000
7175,500,AIRPORT AUTHORITY FUND,BU740076,61,19,Airport,1,Personnel services,120,Special salaries,1230,Bonus Pay,190009,ADMINISTRATION-MID-CONTINENT,2350
7176,500,AIRPORT AUTHORITY FUND,BU740076,62,19,Airport,1,Personnel services,140,Employee benefits,1400,FICA,190009,ADMINISTRATION-MID-CONTINENT,64481
7177,500,AIRPORT AUTHORITY FUND,BU740076,63,19,Airport,1,Personnel services,140,Employee benefits,1401,Employee pension,190009,ADMINISTRATION-MID-CONTINENT,96001
7178,500,AIRPORT AUTHORITY FUND,BU740076,64,19,Airport,1,Personnel services,140,Employee benefits,1403,Workers compensation,190009,ADMINISTRATION-MID-CONTINENT,20068
7179,500,AIRPORT AUTHORITY FUND,BU740076,65,19,Airport,1,Personnel services,140,Employee benefits,1404,Unemployment compensation,190009,ADMINISTRATION-MID-CONTINENT,1768
7180,500,AIRPORT AUTHORITY FUND,BU740076,66,19,Airport,1,Personnel services,140,Employee benefits,1405,Group health insurance,190009,ADMINISTRATION-MID-CONTINENT,130757
7181,500,AIRPORT AUTHORITY FUND,BU740076,67,19,Airport,1,Personnel services,140,Employee benefits,1406,Group life insurance,190009,ADMINISTRATION-MID-CONTINENT,3091
7182,500,AIRPORT AUTHORITY FUND,BU740076,68,19,Airport,2,Contractual services,220,Communications,2200,PBX - line charges,190009,ADMINISTRATION-MID-CONTINENT,42500
7183,500,AIRPORT AUTHORITY FUND,BU740076,69,19,Airport,2,Contractual services,220,Communications,2203,Long distance service,190009,ADMINISTRATION-MID-CONTINENT,750
7184,500,AIRPORT AUTHORITY FUND,BU740076,70,19,Airport,2,Contractual services,220,Communications,2207,Postage - regular,190009,ADMINISTRATION-MID-CONTINENT,2500
7185,500,AIRPORT AUTHORITY FUND,BU740076,71,19,Airport,2,Contractual services,220,Communications,2211,Express mail,190009,ADMINISTRATION-MID-CONTINENT,200
7186,500,AIRPORT AUTHORITY FUND,BU740076,72,19,Airport,2,Contractual services,220,Communications,2212,CATV (Cable),190009,ADMINISTRATION-MID-CONTINENT,1000
7187,500,AIRPORT AUTHORITY FUND,BU740076,73,19,Airport,2,Contractual services,220,Communications,2214,Air cards - mobile,190009,ADMINISTRATION-MID-CONTINENT,1260
7188,500,AIRPORT AUTHORITY FUND,BU740076,74,19,Airport,2,Contractual services,220,Communications,2217,Internet Service,190009,ADMINISTRATION-MID-CONTINENT,3400
7189,500,AIRPORT AUTHORITY FUND,BU740076,75,19,Airport,2,Contractual services,220,Communications,2299,Other-Communications,190009,ADMINISTRATION-MID-CONTINENT,750
7190,500,AIRPORT AUTHORITY FUND,BU740076,76,19,Airport,2,Contractual services,230,Transportation and training,2301,Meals and lodging allowance,190009,ADMINISTRATION-MID-CONTINENT,14050
7191,500,AIRPORT AUTHORITY FUND,BU740076,77,19,Airport,2,Contractual services,230,Transportation and training,2302,Out of town registration fees,190009,ADMINISTRATION-MID-CONTINENT,11300
7192,500,AIRPORT AUTHORITY FUND,BU740076,78,19,Airport,2,Contractual services,230,Transportation and training,2303,In town registration fees,190009,ADMINISTRATION-MID-CONTINENT,1900
7193,500,AIRPORT AUTHORITY FUND,BU740076,79,19,Airport,2,Contractual services,230,Transportation and training,2304,Training consultants,190009,ADMINISTRATION-MID-CONTINENT,4400
7194,500,AIRPORT AUTHORITY FUND,BU740076,80,19,Airport,2,Contractual services,230,Transportation and training,2308,Transportation - out of town,190009,ADMINISTRATION-MID-CONTINENT,8200
7195,500,AIRPORT AUTHORITY FUND,BU740076,81,19,Airport,2,Contractual services,240,Insurance,2400,Building and contents insurance,190009,ADMINISTRATION-MID-CONTINENT,412302
7196,500,AIRPORT AUTHORITY FUND,BU740076,82,19,Airport,2,Contractual services,240,Insurance,2401,Vehicle liability,190009,ADMINISTRATION-MID-CONTINENT,17510
7197,500,AIRPORT AUTHORITY FUND,BU740076,83,19,Airport,2,Contractual services,240,Insurance,2402,General liability,190009,ADMINISTRATION-MID-CONTINENT,39500
7198,500,AIRPORT AUTHORITY FUND,BU740076,84,19,Airport,2,Contractual services,250,Professional services,2500,Certification fees,190009,ADMINISTRATION-MID-CONTINENT,80
7199,500,AIRPORT AUTHORITY FUND,BU740076,85,19,Airport,2,Contractual services,250,Professional services,2503,Studies/Consultants,190009,ADMINISTRATION-MID-CONTINENT,625000
7200,500,AIRPORT AUTHORITY FUND,BU740076,86,19,Airport,2,Contractual services,250,Professional services,2505,Contractors,190009,ADMINISTRATION-MID-CONTINENT,213790
7201,500,AIRPORT AUTHORITY FUND,BU740076,87,19,Airport,2,Contractual services,250,Professional services,2507,Audits,190009,ADMINISTRATION-MID-CONTINENT,6000
7202,500,AIRPORT AUTHORITY FUND,BU740076,88,19,Airport,2,Contractual services,250,Professional services,2509,Appraisal/inspection,190009,ADMINISTRATION-MID-CONTINENT,5000
7203,500,AIRPORT AUTHORITY FUND,BU740076,89,19,Airport,2,Contractual services,250,Professional services,2510,Survey,190009,ADMINISTRATION-MID-CONTINENT,5000
7204,500,AIRPORT AUTHORITY FUND,BU740076,90,19,Airport,2,Contractual services,260,Data processing,2600,Data center charges,190009,ADMINISTRATION-MID-CONTINENT,402915
7205,500,AIRPORT AUTHORITY FUND,BU740076,91,19,Airport,2,Contractual services,260,Data processing,2601,Maintenance - data equipment,190009,ADMINISTRATION-MID-CONTINENT,79520
7206,500,AIRPORT AUTHORITY FUND,BU740076,92,19,Airport,2,Contractual services,270,Equipment charges,2702,Lease/rent equipment,190009,ADMINISTRATION-MID-CONTINENT,3200
7207,500,AIRPORT AUTHORITY FUND,BU740076,93,19,Airport,2,Contractual services,270,Equipment charges,2705,Outside services,190009,ADMINISTRATION-MID-CONTINENT,2000
7208,500,AIRPORT AUTHORITY FUND,BU740076,94,19,Airport,2,Contractual services,270,Equipment charges,2706,Towel rental service,190009,ADMINISTRATION-MID-CONTINENT,200
7209,500,AIRPORT AUTHORITY FUND,BU740076,95,19,Airport,2,Contractual services,290,Other contractuals,2900,City administrative charges,190009,ADMINISTRATION-MID-CONTINENT,233287
7210,500,AIRPORT AUTHORITY FUND,BU740076,96,19,Airport,2,Contractual services,290,Other contractuals,2902,Advertising,190009,ADMINISTRATION-MID-CONTINENT,30950
7211,500,AIRPORT AUTHORITY FUND,BU740076,97,19,Airport,2,Contractual services,290,Other contractuals,2905,Periodicals/Subscriptions,190009,ADMINISTRATION-MID-CONTINENT,2875
7212,500,AIRPORT AUTHORITY FUND,BU740076,98,19,Airport,2,Contractual services,290,Other contractuals,2906,Membership dues,190009,ADMINISTRATION-MID-CONTINENT,34595
7213,500,AIRPORT AUTHORITY FUND,BU740076,99,19,Airport,2,Contractual services,290,Other contractuals,2916,Property taxes ,190009,ADMINISTRATION-MID-CONTINENT,750
7214,500,AIRPORT AUTHORITY FUND,BU740076,100,19,Airport,2,Contractual services,290,Other contractuals,2917,Printing and copying,190009,ADMINISTRATION-MID-CONTINENT,10000
7215,500,AIRPORT AUTHORITY FUND,BU740077,1,19,Airport,2,Contractual services,290,Other contractuals,2999,Other contractuals,190009,ADMINISTRATION-MID-CONTINENT,31660
7216,500,AIRPORT AUTHORITY FUND,BU740077,2,19,Airport,3,Materials and supplies,310,Office supplies,3101,Computer/printer supplies,190009,ADMINISTRATION-MID-CONTINENT,11360
7217,500,AIRPORT AUTHORITY FUND,BU740077,3,19,Airport,3,Materials and supplies,310,Office supplies,3103,Office supplies,190009,ADMINISTRATION-MID-CONTINENT,6000
7218,500,AIRPORT AUTHORITY FUND,BU740077,4,19,Airport,3,Materials and supplies,310,Office supplies,3199,Other office supplies,190009,ADMINISTRATION-MID-CONTINENT,1950
7219,500,AIRPORT AUTHORITY FUND,BU740077,5,19,Airport,3,Materials and supplies,320,Clothing and towels,3200,Clothing and towels,190009,ADMINISTRATION-MID-CONTINENT,500
7220,500,AIRPORT AUTHORITY FUND,BU740077,6,19,Airport,3,Materials and supplies,340,Equipment parts,3400,Equipment parts and supplies,190009,ADMINISTRATION-MID-CONTINENT,500
7221,500,AIRPORT AUTHORITY FUND,BU740077,7,19,Airport,3,Materials and supplies,340,Equipment parts,3404,Computer/Printer,190009,ADMINISTRATION-MID-CONTINENT,2000
7222,500,AIRPORT AUTHORITY FUND,BU740077,8,19,Airport,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3804,"Data processing equipment  < $5,000 each",190009,ADMINISTRATION-MID-CONTINENT,20000
7223,500,AIRPORT AUTHORITY FUND,BU740077,9,19,Airport,3,Materials and supplies,380,Non-capitalizable equipment < $5000 each,3805,Furniture & equipment <$5000 each,190009,ADMINISTRATION-MID-CONTINENT,2000
7224,500,AIRPORT AUTHORITY FUND,BU740077,10,19,Airport,3,Materials and supplies,390,Other commodities,3902,Medical supplies,190009,ADMINISTRATION-MID-CONTINENT,50
7225,500,AIRPORT AUTHORITY FUND,BU740077,11,19,Airport,3,Materials and supplies,390,Other commodities,3903,Food supplies,190009,ADMINISTRATION-MID-CONTINENT,13250
7226,500,AIRPORT AUTHORITY FUND,BU740077,12,19,Airport,3,Materials and supplies,390,Other commodities,3999,Other commodities,190009,ADMINISTRATION-MID-CONTINENT,17800
7227,500,AIRPORT AUTHORITY FUND,BU740077,13,19,Airport,5,Other expenditures,510,Interfund transfers,5101,Reimbursements-interfund & interdepart,190009,ADMINISTRATION-MID-CONTINENT,990929
7228,500,AIRPORT AUTHORITY FUND,BU740077,14,19,Airport,5,Other expenditures,520,Debt service,5200,Principal - G.O.,190009,ADMINISTRATION-MID-CONTINENT,2878902
7229,500,AIRPORT AUTHORITY FUND,BU740077,15,19,Airport,5,Other expenditures,520,Debt service,5203,Interest - G.O.,190009,ADMINISTRATION-MID-CONTINENT,5670260
7230,500,AIRPORT AUTHORITY FUND,BU740077,16,19,Airport,5,Other expenditures,520,Debt service,5211,Bond amortization cost,190009,ADMINISTRATION-MID-CONTINENT,-193116
7231,500,AIRPORT AUTHORITY FUND,BU740077,17,19,Airport,5,Other expenditures,530,Other non-operating expenditures,5350,Misc interest expense,190009,ADMINISTRATION-MID-CONTINENT,14558
7232,500,AIRPORT AUTHORITY FUND,BU740077,18,19,Airport,1,Personnel services,110,Regular salaries,1100,Bi-weekly wages,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,818997
7233,500,AIRPORT AUTHORITY FUND,BU740077,19,19,Airport,1,Personnel services,110,Regular salaries,1101,Longevity,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,13272
7234,500,AIRPORT AUTHORITY FUND,BU740077,20,19,Airport,1,Personnel services,110,Regular salaries,1104,Shift differential,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,200
7235,500,AIRPORT AUTHORITY FUND,BU740077,21,19,Airport,1,Personnel services,110,Regular salaries,1190,Accrual,190017,AIRFIELD MAINTENANCE-MID-CONTINENT,6604
